,Unnamed: 0,pageid,title,category,label,language,text,links
15,15.0,1194249,Anizotropik difüzyon,Bilim,0,tr,"Anizotropik difüzyon, Görüntü ve sinyal işleme alanında, sinyal düzenlileştirme, uyarlamalı gürültü azaltma, sınır sezme gibi uygulamalarda başarıyla kullanılan bir konsepttir. 1990 yılında Perona ve Malik tarafından yayınlanan makalede önerilmiştir.Kısmi türevli diferansiyel denklemler teorisinin, görüntü işleme alanındaki tipik bir uygulamasıdır. Görüntüler difüzyon denklemine başlangıç koşulu olarak verilirler ve Isı denklemi iteratif olarak çözülerek bir çıkış görüntüsü üretilir. Bu görüntü amaca göre pek çok uygulamada kullanılabilir.Aynı zamanda Anizotropik süzme grafik işlemcilerinde görüntünün daha düzenli ve verimli olmasını sağlar düzeyleri şunlardır:
2x,
4x,
8x,
16x.


== Kaynakça ==",[]
16,16.0,2388804,Araçsalcılık,Bilim,0,tr,"Bilim felsefesinde araçsalcılık; başarılı bir bilimsel kuramın, doğanın gözlemlenebilir olmayan nesne, özellik ya da süreçlerine ilişkin doğru ya da yanlış gibi bir yargıda bulunmayacağına ilişkin yaklaşımdır. Bu, bir kuramın belirli bir doğruluk değerinden bağımsız biçimde açıklanabilmesine olanak tanımakta; onun, doğa yasalarının sonuçlarına ilişkin öngörüler için yalnızca bir araç olarak kullanılması gerektiği anlamına gelmektedir. Temelleri 1906'da Pierre Duhem tarafından atılmış yaklaşım 21. yüzyıl fizikçilerinin büyük bölümü tarafından kabul görmüştür.


== Kaynakça ==","[129295, 1799176, 13912, 104982]"
17,17.0,1051814,Araştırma,Bilim,0,tr,"Araştırma, en genel tanımıyla, birtakım olguların ortaya çıkarılması için bilgilerin aranması ya da bu amaçla yapılan her türlü sistemli çalışmayı içeren inceleme olarak tanımlanır. UNESCO'nun tanımına göre araştırma, insan, kültür, toplum bilgilerinin birikimini artırmak ve bu bilgiyi yeni uygulamalar için kullanmak için girişilen sistematik yaratıcı eylemleri kapsar. Herhangi bir konu hakkında araştırma yapan kişiye araştırmacı de denir.
İlkelerin anlaşılmasını amaçlayan temel araştırmaya kıyasla, uygulamalı araştırma daha çok insanın evren hakkındaki bilgisini ilerletmek için yöntem ve sistemlerin keşfedilmesini ve geliştirilmesini amaçlar. Bir araştırmada bilimsel yöntem kullanılabilirse de, araştırma terimi bilimsel yöntemin kullanılmadığı araştırmaları da kapsar.
Bilimsel yöntemin kullanıldığı araştırmalar bilimsel araştırma adını alırlar. Tarihsel araştırma bilimsel araştırmanın kapsamında yer alır.","[2276700, 40272, 2704330, 69500, 38391, 23479, 1051800, 6864, 12859]"
18,18.0,94589,Arma bilimi,Bilim,0,tr,"Arma bilimi, mühür bilimi veya heraldik, eski devirlerden günümüze kadar toplumlarda kullanılan arma, bayrak, mühür, özel işaret ve unvanları inceleyen bilim dalıdır. Arma, bayrak, mühür ve unvan bazı meselelerin aydınlatılmasında tarihçiye yardımcı olmasından dolayı tarihin yardımcı bilimlerinden biri olarak sayılmaktır.","[740910, 40779, 2495186, 2232075]"
19,19.0,814636,Attometre,Bilim,0,tr,"Attometre (Yunanca: μετροταινία), atomun içindeki çekirdeği ölçmek için kullanılan bir birimdir. Femtometrenin binde birine (10−21 mm) karşılık gelmektedir. Atomik kuvvet mikroskobunda görülemeyecek kadar küçüktür.","[6267, 8331, 29068, 76931, 583078, 167015, 1332873]"
20,20.0,1361186,Baldwin etkisi,Bilim,0,tr,"Baldwin etkisi (Baldwin evrimi veya ontojenik evrim olarak da bilinir.); 1896 yılında, ""Evrimde Yeni Bir Faktör"" adlı eserde Amerikan psikolog James Mark Baldwin tarafından öne sürülen bir ""mümkün evrim süreçleri"" teorisidir. Eserde genel öğrenme kabiliyeti için özel bir seçilim mekanizmasının varlığı öngörülmektedir. Bu etki evrimsel gelişim biyolojisi literatüründe bir karakterin, çevresiyle girdiği etkileşim sonucunda bir organizmaya dönüşmesi senaryosuyla bilinir.","[6347, 1386470]"
21,21.0,54853,Belirlenimsizlik,Bilim,0,tr,"Belirlenimsizlik, herhangi bir kurala göre değil de rastgele veya özgür olarak ilerleme durumudur. Belirlenimsiz bir sistemde bir sonraki durumun ne olacağı önceden tam olarak kestirilemez. Öte yandan, hangi durumlardan birinin olacağı bilinebilir.","[305649, 108240, 6864]"
22,22.0,1626601,Berkman Center for Internet & Society,Bilim,0,tr,"Berkman Center for Internet & Society, Harvard Üniversitesi'nde bulunan ve siber uzay üzerine çalışmalar yapan bir araştırma merkezi.","[42146, 24991]"
23,23.0,517433,Bilimsel dergi,Bilim,0,tr,"Bilimsel dergi, akademik yayıncılıkta genellikle yeni araştırmalar yayınlayarak bilimin gelişimine destek vermeyi hedefleyen bir süreli yayın.
Dergilerin büyük çoğunluğu Nature gibi farklı bilimsel alanlara ait makale ve yazıları yayınlar. Bilimsel dergiler makalelerin dergi kalitesini düşürmemesi ve bilimsel anlamda değerli olması açısından hakemlidirler. Bilimsel dergiler profesyonel dergilere benzeseler de gerçekte çok farklıdırlar. Bilimsel dergilerdeki makaleler nadiren günlük olarak, bir piyasa dergisi gibi okunur. Araştırma sonuçlarının yayımlanması bilimsel yöntemin gerekli bir aşamasıdır. Eğer deneyleri ve hesaplamaları içeriyorlarsa bunlar mutlaka başka bir araştırmacının da varılan sonuçları teyit etmek için aynı deney ya da hesaplamayı tekrarlamasına imkân verecek şekilde yeterli bilgiyi içermelidir. Her bir dergi makalesi bilimsel kayıtların sürekli bir ögesi haline gelir.
Bilimsel dergilerin tarihi, 1665 yılında Fransızca Journal des sçavans ve İngilizce Philosophical Transactions of the Royal Society'in ilk kez düzenli olarak araştırma sonuçlarını yayınlamasıyla başlar.","[45285, 56610, 1051814, 533838, 37057, 906885, 7535, 640168, 6234, 2615719]"
24,24.0,1508804,Bilimsel devrim,Bilim,0,tr,"Bilimsel devrim modern bilimin temelini oluşturmuş, bilim tarihinin erken çağdaş döneminden beridir süregelen matematik, fizik, gökbilim, biyoloji, tıp ve kimya dallarında yaşanan düşünce ve doktrin devrimleridir. Rönesans döneminde Avrupa'da filizlenen dönüşüm bugün de devam etmektedir. Nicolaus Copernicus'un 1543'te yayımlanan De revolutionibus orbium coelestium adlı yapıtı ile Andreas Vesalius tarafından yazılan De humani corporis fabrica bilimsel devrimin başlangıç noktası olarak kabul edilmektedir.","[2292012, 363782, 656, 640, 735, 639, 1050, 58, 7533, 6239, 102946, 614897, 168454]"
25,25.0,399128,Bilimsel konsensüs,Bilim,0,tr,"Bilimsel konsensüs, bilimsel bir konuda, bilim insanlarının kolektif görüşü, fikri ve yargısı. Ayrıca bilimsel görüş birliği ya da uzlaşı olarak da bilinir. Bilimsel konsensüsün kendisi bilimsel bir teori ya da yöntem değildir ancak bilimsel yöntemlerle ulaşılan bulgular sonucu bir konuda konsensüs oluşur.
Bilimsel konsensüs kavramı daha çok dini veya politik sonuçları nedeniyle tartışmalı olan konularda gündeme gelir. Küresel ısınma, evrim-yaratılışçılık tartışmaları bu konulara örnek olarak gösterilebilir.","[1047, 1799176, 659, 135759, 11090, 261791]"
26,26.0,1751929,Bilimsel kuşkuculuk,Bilim,0,tr,"Bilimsel kuşkuculuk; savların bilimsel araştırmalarla desteklenip desteklenmediği ve yinelenip yinelenemediğini araştıran bilim alt dalı. Robert K. Merton'a göre, tüm düşünceler sınanmalı ve bilimsel toplulukların derinlemesine inceleme yapmasını olanaklı kılmalıdır. Bu olgu Merton normları olarak adlandırılmaktadır.


== Kaynakça ==",[186673]
27,27.0,408854,Bilimsel materyalizm,Bilim,0,tr,"Bilimsel materyalizm, tarihte ilk kez Friedrich Engels tarafından kaleme alınan, Ludwig Feuerbach ve klasik alman felsefesinin sonu kitabının yayınlanması ile tarih sahnesine giren bilim alt dalıdır. Evrenin düzeninin doğal element, ilke ve ilişkilere dayandığı görüşünü savunmaktadır.","[4509, 23479, 13912]"
28,28.0,1624119,Bilişsel harita,Bilim,0,tr,"Bilişsel harita, bireye gündelik ya da kavramsal uzamsal çevrelerinde bulunan fenomenlerin göreceli yerleri ve nitelikleri ile ilgili bilgiyi edinme, kodlama, saklama, hatırlama ve çözme için yardımcı olan bir çeşit zihinsel simgedir. Bu kavram 1948 yılında Edward Tolman tarafından ileri sürülmüştür.Bilişsel haritalar psikoloji, eğitim, arkeoloji, planlama, coğrafya, kartografi, mimarlık, şehir planlama, yöneticilik ve tarih gibi çok çeşitli alanlarda incelenmiştir.Bilişsel haritalar uzamsal bilginin toplanmasına ve oluşturulmasına hizmet ederek zihin gözü ile imgelerin tahayyül edilmesine olanak verir ve bilişsel yükü azaltır; bilginin öğrenilmesini ve hatırlanmasını kolaylaştırır. Bu tip uzamsal düşünce aynı zamanda uzamsal olmayan görevler için benzetme yapılmak suretiyle de kullanılabilir. Böylece bellek kullanımını içeren uzamsal olmayan görevlerde uzamsal bilgi tahayyülü işin yapılma sürecini kolaylaştırır.Bilişsel haritanın sinir sisteminde olan karşılıklarının hipokampusta bulunan yer hücresi sistemi ve entorhinal kortekste yeni keşfedilen grid hücreler olduğu yönünde spekülasyonlar bulunmaktadır.


== Notlar ==","[3301858, 176512, 681052, 1806196]"
29,29.0,1624086,Bilişsellik,Bilim,0,tr,"Bilişsellik aralarında dikkat, bellek, dil kullanma ve anlama, öğrenme, değerlendirme, sorun çözme ve karar verme gibi zihinsel yetileri oluşturan bir kümeyi tanımlamada kullanılan bilimsel terimdir. Psikoloji, felsefe, dilbilim ve bilişim bilimi gibi çeşitli bilimsel disiplinler bilişselliği de inceler. Ancak disiplinlere göre bilişselik teriminin kullanımı farklılık gösterebilir. Örneğin psikoloji ve bilişsel bilimde ""bilişsellik"" genellikle bireyin psikolojik işlevlerinin bilgi işleme açısından bakış olarak kullanılır. Sosyal psikolojinin sosyal bilişsellik dalı tutum, yükleme ve grup dinamiğini açıklamaya çalışır. Bilişsel psikoloji ve bilişsel mühendislikte ""bilişsellik"" tipik olarak katılımcının ya da işletimcinin zihninde ya da beyninde meydana gelen bilgi işleme süreci olarak anlamlandırılır.Bilişsellik, bilgi birikimini ve değişen tercihleri kullanarak alınan bilgiyi işleme yeteneğidir. Bilişsellik ya da bilişsel süreçler doğal ya da yapay; bilinçli ya da bilinçsiz olabilir. Bu süreçler, dilbilim, anestezi, nöroloji, psikiyatri, psikoloji, felsefe, antropoloji, sistem bilimi ve bilişim bilimi dallarında farklı bağlamlarda farklı açılardan analiz edilirler.


== Kaynakça ==","[786821, 176512, 67, 873776, 2327292, 886113, 7126, 1047, 684, 1212571, 8759, 1616, 1560, 215134, 378555, 2212257, 8759, 14700, 16374, 11880, 684, 1212571, 927, 1616]"
30,30.0,1756193,Biyomekatronik,Bilim,0,tr,"Biyomekatronik, mekanik ve elektronik tasarım ilkelerini biyolojik sistemlere uyarlayan çok disiplinli bir bilim alanıdır. Tipik uygulamaları arasında biyolojik sistemlerin bir kuvvet taşıması veya iletmesi amacı ile mezo, mikro ve nano ölçekte mekanik tasarımlar geliştirilmesi, bu doğrultuda canlıların akıllı kontrol sistemleri ile desteklenmesi, organizmalara ait biyolojik parametrelerin görüntülenmesi ve takip edilmesi gösterilebilir. Biyomekatronik; biyoloji, makine mühendisliği, elektronik mühendisliği, bilgisayar mühendisliği, fizyoloji ve tıp gibi birçok bilim dalını ilgilendiren ortak çalışmaların yapılacağı bir bilim alanıdır.","[5751, 180836, 639, 83210, 726, 16878, 1050]"
31,31.0,2630914,Bizans İmparatorluğu'nda bilim,Bilim,0,tr,"Bizans bilimi İslâm dünyası ile Rönesans İtalyası arasında klâsik bilginin aktarımında, ayrıca İslam biliminin Rönesans İtalyası'na aktarımında bir köprü görevi görmüştür. Zengin tarih yazımı geleneği sanatta, mimaride, edebiyatta ve teknoloji gelişiminde eski klasik bilgilerin kullanılmasını mümkün kılmıştır. Bizanslılar pek çok teknolojik gelişmenin öncüsüdür.
Bizans bilimi aslında klasik bilimdi. İlk Çağ Yunan felsefesi ve metafizik ile yakından bağlantılıydı.
Bizanslı matematikçiler İlk Çağ Yunan geleneğine bağlı kaldılar ve onu devam ettirdiler. Bizans'ın ilk dönemlerinde, İsidorus ve Anthemios iki ünlü matematikçi kullandıkları formüllerle Aya Sofya'yı inşa ettiler. Sonraki yüzyıllarda Mihail Psellos gibi matematikçiler felsefe ve matematiği harmanladılar.


== Kaynakça ==","[555191, 7533, 322362, 1631839, 12106, 6290, 59, 1144116, 1144519, 1413, 2256397]"
32,32.0,1569456,Britanya Araştırma Konseyi,Bilim,0,tr,"Britanya Araştırma Konseyi (İngilizce: Council for British Research in the Levant, kısaca CBRL), Levant olarak adlandırılan bölgeyi araştırmak için 1998 yılında kurulmuş bir konsey.
Konsey 2006 yılında Karkamış arazisi projesine kaynak sağlamıştır. Bu proje Karkamış'ın Suriye topraklarında kalan dışkentinde gerçekleştirilmiştir.","[6234, 389687, 1569453, 40161]"
