,pageid,title,category,label,language,text,links
10,3209677,Outline of biochemistry,Science,0,en,"The following outline is provided as an overview of and topical guide to biochemistry:
Biochemistry – study of chemical processes in living organisms, including living matter. Biochemistry governs all living organisms and living processes.","[364478, 190273, 656]"
11,47402328,Index of branches of science,Science,0,en,"Science (from Latin scientia, meaning ""knowledge"") is a systematic enterprise that builds and organizes knowledge in the form of testable explanations and predictions about the universe.
Modern science is typically divided into three major branches that consist of the natural sciences (biology, chemistry, physics, astronomy and Earth science), which study nature in the broadest sense; the social sciences (e.g. psychology, sociology, economics, history) which study people and societies; and the formal sciences (e.g. mathematics, logic, theoretical computer science), which study abstract concepts. There is disagreement, however, on the formal sciences being a science as they do not rely on empirical evidence. Disciplines that use science, such as engineering and medicine, are described as applied sciences.","[27052436, 794685, 13311819]"
12,34410870,List of chemistry mnemonics,Science,0,en,"A mnemonic is a memory aid used to improve long-term memory and make the process of consolidation easier. Many chemistry aspects, rules, names of compounds, sequences of elements, their reactivity, etc., can be easily and efficiently memorized with the help of mnemonics. This article contains the list of certain mnemonics in chemistry.","[19916594, 10124182, 2308]"
13,66351400,List of cities by scientific output,Science,0,en,"The following article lists the cities and metropolitan areas with the greatest scientific output, according to the Nature Index. The Nature Index attempts to objectively measure the scientific output of institutions, cities and countries by the amount of scientific articles and papers published in leading journals. Differences in quality are taken into account. Only Articles published in 82 selected quality journals are counted. These journals were selected by an independent committee. If authors from several institutions from different cities are involved in a scientific article, it is divided accordingly, assuming that all researchers were equally involved in the article.
In 2019, Beijing was the city in the world with the largest scientific output, accounting for 2.8% of the world's total. New York City was second in the world, with about 2% of the world’s total. Overall, the United States has the most cities in the top 100 list, followed by China.","[23265439, 2067, 18950419]"
14,38563830,List of citizen science projects,Science,0,en,"Citizen science projects are activities sponsored by a wide variety of organizations so non-scientists can meaningfully contribute to scientific research.  Activities vary widely from transcribing old ship logbooks to digitize the data as part of the Old Weather project to observing and counting birds at home or in the field for eBird. Participation can be as simple as playing a computer game for a project called Eyewire that may help scientists learn more about retinal neurons. It can also be more in depth, such as when citizens collect water quality data over time to assess the health of local waters, or help discover and name new species of insect. An emerging branch of Citizen Science are Community Mapping projects that utilize smartphone and tablet technology. For example, TurtleSAT is a community mapping project that is mapping freshwater turtle deaths throughout Australia.
This list of citizen science projects involves projects that engage all age groups. There's projects specifically aimed at the younger age demographic like iTechExplorers which was created by a 14 year old in the UK to assess the effects of bedtime technology on the body's circadian rhythm and can be completed in a classroom setting. Oher projects like AgeGuess focus on the senior demographics and enable the elderly to upload photos of themselves so the public can guess different ages.
Lists of citizen science projects may change. For example, the Old Weather project website indicates that as of January 10, 2015, 51% of the logs were completed. When that project reaches 100 percent, it will move to the completed list.
There are more than 3,000 active and searchable global citizen science projects listed on the SciStarter website.","[-1, 401280, 208446]"
15,39723835,Atmospheric optics ray-tracing codes,Science,0,en,Atmospheric optics ray tracing codes  - this article list codes for light scattering using ray-tracing technique to study atmospheric optics phenomena such as rainbows and halos. Such particles can be large raindrops or hexagonal ice crystals.  Such codes are one of many approaches to calculations of light scattering by particles.,"[24392847, 24206741, 3849994]"
16,24392847,Codes for electromagnetic scattering by cylinders,Science,0,en,"Codes for electromagnetic scattering by cylinders – this article list codes for electromagnetic scattering by a cylinder.
Majority of existing codes for calculation of electromagnetic scattering by a single cylinder are based on Mie theory, which is an analytical solution of Maxwell's equations in terms of infinite series.","[24206741, 3849994, 7430174]"
17,24206741,Codes for electromagnetic scattering by spheres,Science,0,en,"Codes for electromagnetic scattering by spheres  - this article list codes for electromagnetic scattering by a homogeneous sphere, layered sphere, and cluster of spheres.","[-1, 14092434, 711324]"
18,99965,Index of computing articles,Science,0,en,"Originally, the word computing was synonymous with counting and calculating, and the science and technology of mathematical calculations. Today, ""computing"" means using computers and other computing machines. It includes their operation and usage, the electrical processes carried out within the computing hardware itself, and the theoretical concepts governing them (computer science).
See also: List of programmers, List of computing people, List of computer scientists, List of basic computer science topics, List of terms relating to algorithms and data structures.
Topics on computing include:","[33125825, 35221, 64506]"
19,456132,List of scientific constants named after people,Science,0,en,"This is a list of physical and mathematical constants named after people.Eponymous constants and their influence on scientific citations have been discussed in the literature.
Apéry's constant – Roger Apéry
Archimedes' constant (π, pi) – Archimedes
Avogadro number – Amedeo Avogadro
Balmer's constant – Johann Jakob Balmer
Belphegor's prime – Belphegor (demon)
Bohr magneton – Niels Bohr
Bohr radius – Niels Bohr
Boltzmann constant – Ludwig Boltzmann
Brun's constant – Viggo Brun
Cabibbo angle – Nicola Cabibbo
Chaitin's constant – Gregory Chaitin
Champernowne constant – D. G. Champernowne
Chandrasekhar limit – Subrahmanyan Chandrasekhar
Copeland–Erdős constant – Paul Erdős and Peter Borwein
Coulomb constant (electric force constant, electrostatic constant, ke ) – Charles-Augustin de Coulomb
Eddington number – Arthur Stanley Eddington
Dunbar's number – Robin Dunbar
Embree–Trefethen constant
Erdős–Borwein constant
Euler–Mascheroni constant (
  
    
      
        γ
      
    
    {\displaystyle \gamma }
  ) – Leonhard Euler and Lorenzo Mascheroni
Euler's number (
  
    
      
        e
      
    
    {\displaystyle e}
  ) – Leonhard Euler
Faraday constant – Michael Faraday
Feigenbaum constants – Mitchell Feigenbaum
Fermi coupling constant – Enrico Fermi
Gauss's constant – Carl Friedrich Gauss
Graham's number – Ronald Graham
Hartree energy – Douglas Hartree
Hubble constant – Edwin Hubble
Josephson constant – Brian David Josephson
Kaprekar's constant – D. R. Kaprekar
Kerr constant – John Kerr
Khinchin's constant – Aleksandr Khinchin
Landau–Ramanujan constant – Edmund Landau and Srinivasa Ramanujan
Legendre's constant (one, 1) – Adrien-Marie Legendre
Loschmidt constant – Johann Josef Loschmidt
Ludolphsche Zahl – Ludolph van Ceulen
Mean of Phidias (golden ratio, 
  
    
      
        ϕ
      
    
    {\displaystyle \phi }
  , phi) – Phidias
Meissel–Mertens constant
Moser's number
Newton's constant (gravitational constant, 
  
    
      
        G
      
    
    {\displaystyle G}
  ) – Sir Isaac Newton
Planck constant (
  
    
      
        h
      
    
    {\displaystyle h}
  ) – Max PlanckReduced Planck constant or Dirac constant (
  
    
      
        h
      
    
    {\displaystyle h}
  -bar, ħ) – Max Planck, Paul DiracRamanujan–Soldner constant – Srinivasa Ramanujan and Johann Georg von Soldner
Richardson constant – Owen Willans Richardson
Rayo's number – Agustin Rayo
Rydberg constant – Johannes Rydberg
Sommerfeld constant – Arnold Sommerfeld
Sackur–Tetrode constant – Otto Sackur and Hugo Tetrode
Sierpiński's constant – Wacław Sierpiński
Skewes' number – Stanley Skewes
Stefan–Boltzmann constant – Jožef Stefan and Ludwig Boltzmann
Theodorus' constant (√3 ≅ ±1.732050807568877...) – Theodorus of Cyrene
Tupper's number – Jeff Tupper
Viswanath's constant – Divakar Viswanath
von Klitzing constant – Klaus von Klitzing
Wien displacement law constant – Wilhelm Wien","[52724119, 49695, 1029748]"
20,915533,List of cycles,Science,0,en,"This is a list of recurring cycles. See also Index of wave articles, Time, and Pattern.","[12887090, 364478, 1234]"
21,46813512,List of diagnoses characterized as pseudoscience,Science,0,en,There are many proposed diseases and diagnoses that are rejected by orthodox medicine consensus and are associated with pseudoscience.,"[338699, 2941992, 2296]"
22,615491,Timeline of scientific discoveries,Science,0,en,"The timeline below shows the date of publication of possible major scientific breakthroughs, theories and discoveries, along with the discoverer. For the purposes of this article, we do not regard mere speculation as discovery, although imperfect reasoned arguments, arguments based on elegance/simplicity, and numerically/experimentally verified conjectures qualify (as otherwise no scientific discovery before the late 19th century would count). We begin our timeline at the Bronze Age, as it is difficult to estimate the timeline before this point, such as of the discovery of counting, natural numbers and arithmetic.
To avoid overlap with Timeline of historic inventions, we do not list examples of documentation for manufactured substances and devices unless they reveal a more fundamental leap in the theoretical ideas in a field.","[61744455, 62720662, 414048]"
23,38596702,List of discoveries influenced by chance circumstances,Science,0,en,Below are discoveries in science that involve chance circumstances in a particularly salient way. This page should not list all chance involved in all discoveries (i.e. it should focus on discoveries reported for their notable circumstances).,"[736, 851, 1844]"
24,20653168,Earth science,Science,0,en,"Earth science or geoscience includes all fields of natural science related to the planet Earth. This is a branch of science dealing with the physical, chemical, and biological complex constitutions and synergistic linkages of Earth's four spheres, namely biosphere, hydrosphere, atmosphere, and geosphere. Earth science can be considered to be a branch of planetary science, but with a much older history. Earth science encompasses four main branches of study, the lithosphere, the hydrosphere, the atmosphere, and the biosphere, each of which is further broken down into more specialized fields.
There are both reductionist and holistic approaches to Earth sciences. It is also the study of Earth and its neighbors in space. Some Earth scientists use their knowledge of the planet to locate and develop energy and mineral resources. Others study the impact of human activity on Earth's environment, and design methods to protect the planet. Some use their knowledge about Earth processes such as volcanoes, earthquakes, and hurricanes to plan communities that will not expose people to these dangerous events.
Earth sciences can include the study of geology, the lithosphere, and the large-scale structure of Earth's interior, as well as the atmosphere, hydrosphere, and biosphere. Typically, Earth scientists use tools from geology, chronology, physics, chemistry, geography, biology, and mathematics to build a quantitative understanding of how Earth works and evolves. For example, meteorologists study the weather and watch for dangerous storms. Hydrologists examine water and warn of floods. Seismologists study earthquakes and try to understand where they will strike. Geologists study rocks and help to locate useful minerals. Earth scientists often work in the field—perhaps climbing mountains, exploring the seabed, crawling through caves, or wading in swamps. They measure and collect samples (such as rocks or river water), then record their findings on charts and maps.","[19179706, 39136, 5334607]"
25,3406503,Outline of Earth sciences,Science,0,en,"The following outline is provided as an overview of and topical guide to Earth science:

Earth science – all-embracing term for the sciences related to the planet Earth. It is also known as geoscience, the geosciences or the Earthquake sciences, and is arguably a special case in planetary science, the Earth being the only known life-bearing planet.
Earth science is a branch of the physical sciences which is a part of the natural sciences. It in turn has many branches.","[7371134, 145717, 202899]"
26,554991,List of effects,Science,0,en,"This is a list of names for observable phenomena that contain the word “effect”, amplified by reference(s) to their respective fields of study.","[35026040, 683628, 882160]"
27,57009409,List of forms of electricity named after scientists,Science,0,en,This is a list of forms of electricity named after scientists.  The terms in this list are mostly archaic usages but are found in many 19th and early 20th-century publications.,"[1923, 42986, 19174720]"
28,21396853,List of science and engineering blunders,Science,0,en,"This is a list of engineering blunders, i.e., gross errors or mistakes resulting from grave lack of proper consideration, such as stupidity, confusion, carelessness, or culpable ignorance,  which resulted in notable incidents.

Fort Montgomery was sometimes referred to as ""Fort Blunder"", because the first version of the U.S. Army fort was inadvertently built on the Canadian side of Lake Champlain.
The NASA Mars Climate Orbiter, launched in 1998, burned up in the Martian atmosphere. A mixup between metric and US Standard measurements in the controlling software caused the spacecraft to miss its intended 140–150 km altitude above Mars during orbit insertion, instead entering the Martian atmosphere at about 57 km.
The NASA Genesis mission was an attempt to sample particles from the solar wind. It successfully collected a sample and returned to Earth. However at the last moment the landing parachute failed to open and the return capsule smashed into the ground at high speed, contaminating the samples. The parachute failure was traced to an accelerometer installed backwards.
Quebec Bridge collapses
Tacoma Narrows Bridge (1940)
Deepwater Horizon oil spill caused by a faulty blowout preventer.","[4548379, 1107703, 27046954]"
29,58855040,Eppendorf & Science Prize for Neurobiology,Science,0,en,"The Eppendorf & Science Prize for Neurobiology is a neurobiology prize that is awarded annually by Science magazine (published by American Association for the Advancement of Science) and underwritten by Eppendorf AG, laboratory device and supply company.  Entrees are reviewed by editors from Science magazine and the top 10% are forwarded to the judging panel. The judging panel is chaired by the Neuroscience Editor of Science and the remaining judges are nominated from the Society for Neuroscience.  The award was created in 2002 to promote the work of promising new neurobiologists with cash grants to support their careers. Each applicant must submit a 1000-word essay explaining the focus and motivation for their last three years of work. The winner is awarded $25,000 and the scientist's winning essay is then published in Science (the winning essay and the essays of the other finalists are all published on Science Online)","[243062, 5659976, 64105468]"
30,15428814,List of scientific equations named after people,Science,0,en,This is a list of scientific equations named after people (eponymous equations).,"[-1, -1, -1]"
31,35440144,List of types of equilibrium,Science,0,en,"This is a list of various types of equilibrium, the condition of a system in which all competing influences are balanced.","[5306, 9243099, 3366108]"
32,4648734,List of members of the European Academy of Sciences and Arts,Science,0,en,This is a list of members of European Academy of Sciences and Arts.,"[3495824, 38502761, 7054290]"
33,318374,List of experiments,Science,0,en,"The following is a list of historically important scientific experiments and observations demonstrating something of great scientific interest, typically in an elegant or clever manner.","[38413, 646817, 2781960]"
34,45418906,List of firefighting mnemonics,Science,0,en,This is a list of mnemonics related to firefighting or rescue.,"[855608, 40780391, 40411]"
35,22515676,List of fossil primates,Science,0,en,"This is a list of fossil primates—extinct primates for which a fossil record exists. Primates are generally thought to have evolved from a small, unspecialized mammal, which probably fed on insects and fruits. However, the precise source of the primates remains controversial and even their arboreal origin has recently been questioned. As it has been suggested, many other mammal orders are arboreal too, but they have not developed the same characteristics as primates. Nowadays, some well known genera, such as Purgatorius and Plesiadapis, thought to be the most ancient primates for a long time, are not usually considered as such by recent authors, who tend to include them in the new order Plesiadapiformes, within superorder Euarchontoglires. Some, to avoid confusions, employ the unranked term Euprimates, which excludes Plesiadapiformes. That denomination is not used here.
There is an academic debate on the time the first primates appeared. One of the earliest probable primate fossils is the problematic Altiatlasius koulchii, perhaps an Omomyid, but perhaps a non-Primate Plesiadapiform, which lived in Morocco, during the Paleocene, around 60 Ma. However, other studies, including molecular clock studies, have estimated the origin of the primate branch to have been in the mid-Cretaceous period, around 85 Ma, that is to say, in the time previous to the extinction of dinosaurs and the successful mammal radiation. Nevertheless, there seems to be a consensus about the monophyletic origin of the order, although the evidence is not clear. There are no fossils known that can be directly linked to the living African apes, nor any that could be considered representative of the last common ancestor between them and humans.The order Primates, established by Linnaeus in 1758, includes humans and their immediate ancestors. However, contrarily to the common opinion, most primates do not have especially large brains. Brain size is a derived character, which only appeared with genus Homo, and was lacking in the first hominid. In fact, hominid encephalization quotient is only 1.5 Ma more recent than that of some dolphin species. The encephalization quotient of some cetaceans is therefore higher than that of most primates, including the nearest relatives of humans, such as Australopithecus.This list follows partly from Walter Carl Hartwig's 2002 book The Fossil Primate Record and John G. Fleagle's 2013 book Primate Adaptation and Evolution (3rd edition). Parentheses around authors' names (and dates) indicates a change in generic name for the fossil, as stated in the International Code of Zoological Nomenclature (ICZN). Since the publication of the book as well as the creation of this article, new fossil taxon have been discovered that has helped improved the taxonomy among primates in general.","[46227044, 28292088, -1]"
36,794561,List of geoscience organizations,Science,0,en,"This is a list of organizations dealing with the various geosciences, including geology, geophysics, hydrology, oceanography, petrophysics, and related fields.
American Association of Petroleum Geologists (AAPG)
American Gem Society (AGS), also known as American Gemological Society
American Geosciences Institute (AGI)
American Geophysical Union (AGU) – Nonprofit organization of geophysicists
Association for the Sciences of Limnology and Oceanography (ASLO), also known as American Society of Limnology and Oceanography – Scientific society
Arizona Geological Society (AGS) – Non-profit scientific organization
Association for Women Geoscientists (AWG)
Association of Environmental & Engineering Geologists (AEG)
Association of Professional Geoscientists of Ontario
Asia Oceania Geosciences Society (AOGS)
British Geological Survey (BGS) – Geological survey
British Organic Geochemical Society (BOGS)
CAMESE (Canadian Association of Mining Equipment and Services for Export)
Canadian Geophysical Union
Canadian Institute of Mining, Metallurgy and Petroleum (CIM)
Canadian Society of Petroleum Geologists
Central Geological Survey (CGS) – Government agency in Taiwan
Chinese Academy of Geological Sciences (CAGS)
The Clay Minerals Society (CMS)
Council for Geoscience (CGS) – A national science council of South Africa
Decennial Mineral Exploration Conferences (DMEC)
German Geophysical Society (DGG), also known as Deutsche Geophysikalische Gesellschaft,
Edinburgh Geological Society
Environmental and Engineering Geophysical Society (EEGS)
European Association of Geoscientists and Engineers (EAGE)
European Association of Science Editors (EASE)
European Geosciences Union (EGU)
Geologica Belgica (GB)
Geological Society of America (GSA) – Nonprofit organization dedicated to geoscience
Geological Society of Australia (GSA)
Geological Society of Glasgow – Scottish scientific organization (Scotland)
Geological Society of India
Geological Society of London (GSL) – Learned society
Geological Society of Washington (GSW)
Geological Survey of Austria (GBA)
Geological Survey of Belgium (GSB)
Geological Survey of Canada (GAC)
China Geological Survey (GSC)
Geological Survey of India – Government of India organization
Geological Survey of Newfoundland and Labrador
Geological Survey of Pakistan (GSP)
Geologists' Association (GA)
Gemological Institute of America (GIA) – Research institute in Carlsbad, California
Geoscience Australia – Agency of the Australian Government
Geoscience Information Society (GSIS)
International Association of Hydrological Sciences (IAHS/AISH)
International Association for Mathematical Geosciences (IAMG)
International Association of Volcanology and Chemistry of the Earth's Interior (IAVCEI) – International non-governmental organization
International Commission on Stratigraphy (ICS) – Organization
International Glaciological Society (IGS) – International glaciology academic organization
International Union of Geodesy and Geophysics (IUGG) – International non-governmental organization
International Union of Geological Sciences (IUGS)
International Union of Soil Sciences (IUSS)
Mexican Geological Society (SGM)
Mineralogical Society of America (MSA)
National Association of Black Geologists and Geophysicists (NABGG)
National Association of Geoscience Teachers (NAGT) – North American organization
National Cooperative Soil Survey (NCSS)
National Institute of Geophysics and Volcanology (INGV) (Italy)
National Society of Consulting Soil Scientists (NSCSS)
National Speleological Society (NSS) – Organization for exploration, conservation, and study of caves in the United States
Geological Survey of Norway (NGU)
Oregon State Board of Geologist Examiners (OSBGE)
Palaeontographical Society
Palaeontological Association (PalAss)
Paleontological Research Institution (PRI)
Paleontological Society (PS)
Prospectors & Developers Association of Canada (PDAC)
Pittsburgh Association of Petroleum Geologists (PAPG)
Pittsburgh Geological Society (PGS)
Rockwatch
Rocky Mountain Association of Geologists (RMAG)
Royal Astronomical Society (RAS) – British learned society and charity
Royal Geological Society of Cornwall (RGSC)
Saudi Geological Survey (SGS)
Seismological Society of America (SSA)
American Institute of Mining, Metallurgical, and Petroleum Engineers (SME), also known as Society for Mining, Metallurgy, and Exploration
Society for Sedimentary Geology (SEPM)
Society of Economic Geologists (SEG)
Society of Exploration Geophysicists (SEG)
Society of Mineral Museum Professionals (SMMP) – Professional organization
Society of Petrophysicists and Well Log Analysts (SPWLA)
Society of Vertebrate Paleontology (SVP)
Soil Science Society of America (SSSA) – American scientific organization
South Wales Geologists' Association (SWGA)
United States Geological Survey (USGS) – Scientific agency of the United States government
Geological Society of Malaysia


== References ==","[794229, 2283481, 794329]"
37,14002,Outline of health sciences,Science,0,en,"The following outline is provided as an overview of and topical guide to health sciences:
Health sciences are those sciences which focus on health, or health care, as core parts of their subject matter. Health sciences relate to multiple academic disciplines, including STEM disciplines and emerging patient safety disciplines (such as social care research).","[18769343, 56561, 417068]"
38,7065702,List of hyperaccumulators,Science,0,en,"This article covers known hyperaccumulators, accumulators or species tolerant to the following: Aluminium (Al), Silver (Ag), Arsenic (As), Beryllium (Be), Chromium (Cr), Copper (Cu), Manganese (Mn), Mercury (Hg), Molybdenum (Mo), Naphthalene, Lead (Pb), Selenium (Se) and Zinc (Zn).
See also:

Hyperaccumulators table – 2 : Nickel
Hyperaccumulators table – 3 : Cd, Cs, Co, Pu, Ra, Sr, U,        radionuclides, hydrocarbons, organic solvents, etc.","[-1, 1003859, 13017114]"
39,7469344,Hyperaccumulators table – 2 : Nickel,Science,0,en,"This list covers known nickel hyperaccumulators, accumulators or plant species tolerant to nickel.
See also:

Hyperaccumulators table – 1 : Ag, Al, As, Be, Cr, Cu, Hg, Mn, Mo, Naphthalene, Pb, Pd, Se, Zn
Hyperaccumulators table – 3 : Cd, Cs, Co, Pu, Ra, Sr, U,  radionuclides, hydrocarbons, organic solvents, etc.Notes

In the genus Alyssum, free histamin (His) is an important Ni binding ligand that increases in the xylem proportionately to root Ni uptake. There is a close correlation between Ni tolerance, root His concentration, and ATP-PRT transcript abundance. Thus ATP-PRT expression may play a major role in regulating the pool of free His and contributes to the exceptional Ni tolerance of hyperaccumulator Alyssum species. But this is not the complete hyperaccumulator phenotype because His-(GM-)overproducing lines do not exhibit increased Ni concentrations in either xylem sap or shoot tissue.
Alpine pennycress or «Alpine Pennygrass» is also found as «Alpine Pennycrest» in (some books).","[-1, -1, -1]"
40,7469508,Hyperaccumulators table – 3,Science,0,en,"This list covers hyperaccumulators, plant species which accumulate, or are tolerant of radionuclides (Cd, Cs-137, Co, Pu-238, Ra, Sr, U-234, 235, 238), hydrocarbons and organic solvents (Benzene, BTEX, DDT, Dieldrin, Endosulfan, Fluoranthene, MTBE, PCB, PCNB, TCE and by-products), and inorganic solvents (Potassium ferrocyanide).
See also:

Hyperaccumulators table – 1 : Ag, Al, As, Be, Cr, Cu, Hg, Mn, Mo, Naphthalene, Pb, Pd, Se, Zn
Hyperaccumulators table – 2 : Nickel","[437919, 181178, 1003859]"
41,2056943,IARC group 3,Science,0,en,"Substances, mixtures and exposure circumstances in this list have been classified by the International Agency for Research on Cancer (IARC) as group 3: The agent (mixture or exposure circumstance) is not classifiable as to its carcinogenicity to humans. This category is used most commonly for agents, mixtures and exposure circumstances for which the evidence of carcinogenicity is inadequate in humans and inadequate or limited in experimental animals. Exceptionally, agents (mixtures) for which the evidence of carcinogenicity is inadequate in humans but sufficient in experimental animals may be placed in this category when there is strong evidence that the mechanism of carcinogenicity in experimental animals does not operate in humans. Agents, mixtures and exposure circumstances that do not fall into any other group are also placed in this category.
Further details can be found in the IARC Monographs","[12328746, 302493, 12328732]"
42,53700592,List of ice cores,Science,0,en,"This is a list of ice cores drilled for scientific purposes.  Note that many of these locations are on moving ice sheets, and the latitude and longitude given is as of the date of drilling.","[40435323, 21774012, 346550]"
43,15503387,Index of Earth science articles,Science,0,en,"Earth science (also known as geoscience, the geosciences or the Earth Sciences) is an all-embracing term for the sciences related to the planet Earth. It is arguably a special case in planetary science, the Earth being the only known life-bearing planet. There are both reductionist and holistic approaches to Earth science. There are four major disciplines in earth sciences, namely geography, geology, geophysics and geodesy. These major disciplines use physics, chemistry, biology, chronology and mathematics to build a quantitative understanding of the principal areas or spheres of the Earth system.
Articles related to Earth science include:","[2787195, 706999, 801420]"
