,pageid,title,category,label,language,text,links
10,331299,Democratization,Politics,3,en,"Democratization, or democratisation, is the transition to a more democratic political regime, including substantive political changes moving in a democratic direction. It may be the transition from an authoritarian regime to a full democracy, a transition from an authoritarian political system to a semi-democracy or transition from a semi-authoritarian political system to a democratic political system.
The outcome may be consolidated (as it was for example in the United Kingdom) or democratization may face frequent reversals (as happened in Chile). Different patterns of democratization are often used to explain other political phenomena, such as whether a country goes to a war or whether its economy grows.
Whether and to what extent democratization occurs has been attributed to various factors, including economic development, historical legacies, civil society, and international processes. Some accounts of democratization emphasize how elites drove democratization, whereas other accounts emphasize grassroots bottom-up processes.","[250522, 21347657, 7959, 34407504, 5092712, 31717, 5489]"
11,8970,Diplomatic mission,Politics,3,en,"A diplomatic mission or foreign mission is a group of people from a state or organization present in another state to represent the sending state or organization officially in the receiving or host state. In practice, the phrase usually denotes an embassy, which is the main office of a country's diplomatic representatives to another country; it is usually, but not necessarily, based in the receiving state's capital city. Consulates, on the other hand, are smaller diplomatic missions that are normally located in major cities of the receiving state (but can be located in the capital, typically when the sending country has no embassy in the receiving state). As well as being a diplomatic mission to the country in which it is situated, an embassy may also be a nonresident permanent mission to one or more other countries.The term embassy is sometimes used interchangeably with chancery, the physical office or site of a diplomatic mission. Consequently, the terms ""embassy residence"" and ""embassy office"" are used to distinguish between the ambassador's residence and the chancery.","[23604120, 105070, 28165911, 181337, 6770059, 24466231]"
12,9457,Election,Politics,3,en,"An election is a formal group decision-making process by which a population chooses an individual or multiple individuals to hold public office.
Elections have been the usual mechanism by which modern representative democracy has operated since the 17th century. Elections may fill offices in the legislature, sometimes in the executive and judiciary, and for regional and local government. This process is also used in many other private and business organisations, from clubs to voluntary associations and corporations.
The global use of elections as a tool for selecting representatives in modern representative democracies is in contrast with the practice in the democratic archetype, ancient Athens, where the elections were considered an oligarchic institution and most political offices were filled using sortition, also known as allotment, by which officeholders were chosen by lot.
Electoral reform describes the process of introducing fair electoral systems where they are not in place, or improving the fairness or effectiveness of existing systems. Psephology is the study of results and other statistics relating to elections (especially with a view to predicting future results). Election is the fact of electing, or being elected.
To elect means ""to select or make a decision"", and so sometimes other forms of ballot such as referendums are referred to as elections, especially in the United States.","[16833931, 587618, 52318, 44421, 10263, 59564, 52786, 39206, 28831284, 7485, 53917, 441646, 22315, 19288053, 23475293, 543598, 26685, 51582]"
13,15039439,Extrajudicial killing,Politics,3,en,"An extrajudicial killing (also known as extrajudicial execution or extralegal killing) is the killing of a person by governmental authorities without the sanction of any judicial proceeding or legal process, other than in lawful military and police operations. They often target political, trade union, dissident, religious and social figures.","[123451, 59564, 22463, 13831, 18947898, 46530, 208350, 21490998, 76762, 8087628, 26177599, 635790, 17238590, 187749, 57744, 188171, 17633, 18951905, 344068, 227107, 589841, 3383, 58640941, 46603496, 1107462, 11719787, 269329, 181075, 686148, 1312429, 261633, 5222, 63094078, 26100, 64991707, 9356, 4187252, 65689, 49580070, 2629148, 15992, 25433, 25432026, 13394, 10656054, 5183633, 15660, 3966054, 2707330, 105961, 33928336, 3434750, 30871860, 7746616, 16805217, 38212231, 83392, 44840876, 6339494, 33261901, 350939, 534366, 1950, 3763496, 44026, 24976495, 25558793, 35848647, 993845, 61271077, 53057586, 38188, 53129740, 695849, 138282, 65224503, 30680, 55026387, 65224503, 23503, 11121, 2379656, 15039439, 98221, 53538051, 128138, 32374, 46530, 32374, 15039439, 18947898, 635790, 986814, 67992097, 737, 46530, 3454, 2631749, 8877168, 31717, 52908407, 51901605, 52947900, 58139051, 2296086, 7378204, 231623, 14579, 5183633, 39923951, 20065598, 205740, 347268, 26232, 23454335, 65942454, 66369518, 7515928, 194475, 201287, 1595906, 221281, 43507, 4492, 29402, 5043324, 679693, 26961, 27113, 38802698, 166957, 899044, 123443, 589841, 9356, 31600, 507970, 20622, 3434750, 18947898, 695849, 16524276, 23235, 3270433, 56384680, 59721286, 22943, 23440, 755408, 50100, 23440, 7515928, 50719457, 489401, 51032591, 51032591, 51032591, 51032591, 51032591, 7407293, 51032591, 7407293, 51032591, 7407293, 51032591, 58827574, 7515849, 30108, 30128, 4317552, 30128, 360815, 123443, 19541, 3267529, 11125639, 18947898, 284216, 10753852, 994610, 11152254, 1021362, 68286, 66956, 218181, 32611, 21208200, 3457, 5335569, 25026628, 156589, 2400026, 7030109, 46530, 123443, 25391, 25391, 8257215, 33928336, 56823699, 261749, 65073306, 24795561, 6752, 43440724, 746652, 802226, 137840, 1053707, 194298, 17888, 3966054, 806188, 166992, 539739, 9926, 40802248, 19666814, 21265, 60995, 30770, 22345933, 180018]"
14,2484315,Gaslighting,Politics,3,en,"Gaslighting is a colloquialism, loosely defined as making someone question their own reality.The term may also be used to describe a person (a ""gaslighter"") who presents a false narrative to another group or person which leads them to doubt their perceptions and become misled, disoriented or distressed. Oftentimes this is for the gaslighter's own benefit. Normally, this dynamic is only possible when the audience is vulnerable, such as in unequal power relationships, or fearful of the losses associated with challenging the false narrative. Gaslighting is not necessarily malicious or intentional, although in some cases it is.",[68765]
15,68554701,Gastronationalism,Politics,3,en,"Gastronationalism or culinary nationalism is the use of food and its history, production, control, preparation and consumption as a way of promoting nationalism and national identity. It may involve arguments between two or more regions or countries about whether a particular dish or preparation is claimed by one of those regions or countries and has been appropriated or co-opted by the others.","[21748, 1929895]"
16,55762700,Global policeman,Politics,3,en,"Global policeman is an informal term for a state which seeks or claims global hegemony and the right to intervene in other nations. It has been used, firstly for the United Kingdom and, since 1945, of the United States.  Nevertheless, the two terms hegemon and global policeman are not identical in meaning.  The former term defines capacity for dominant control anywhere on earth, whereas the latter may also include small or large areas outside control, along with monitoring and attempted enforcements, but does not define any level of effectiveness.
In recent years there has been speculation that China seeks to take over the role as it reaches out to control shipping lanes and protect its overseas workers and interests.","[28151, 61398, 31717, 3434750, 2018420]"
17,64666045,Health politics,Politics,3,en,"Health politics or politics of health is an interdisciplinary field of study concerned with the analysis of social and political power over the health status of individuals.Health politics, incorporating broad perspectives from medical sociology to international relations, is interested not only in the understanding of politics as government/ governance, but also politics as civil society and as a process of power contestation. It views this wider understanding of politics to take place throughout levels of society - from the individual to the global. As such the politics of health is not constrained to a particular area of society, such as state government, but rather is a dynamic, ongoing social process that takes place ubiquitously throughout our levels of society.","[15201, 147885, 80381, 57554940, 82533, 34312509]"
18,63109943,Health security,Politics,3,en,"Health security is a concept that encompasses activities and measures across sovereign boundaries that mitigates public health incidents to ensure the health of populations. It is an evolving paradigm within the fields of international relations and security studies. Proponents of health security posit that all states have a responsibility to protect the health and wellbeing of their populations. Opponents suggest health security impacts civil liberties and the equal distribution of resources.According to the World Health Organisation (WHO), health security encompasses the “activities required to minimise the danger and impact of acute public health events that endanger the collective health of populations living across geographical regions and international boundaries”. It is the responsibility of governments globally to protect the health of their populations.The advent of new security challenges, resulting from increasing global vulnerability to infectious diseases has created demand for greater global commitment and collaboration towards public health. Globalisation, and the advent of transnational concerns regarding the spread of infectious disease, have become integral to national and international security agendas. Disease, pandemics, and epidemics have become of increasing concern for global policymakers and governments, requiring mobilisation of essential resources for the implementation of rapid and effective health procedures. The WHO, and initiatives such as the Global Health Security Agenda are central to advocacy of health security - aiming to improve detection, prevention, and response to infectious disease through public health surveillance and partnerships between states.Health security is a concept or framework for public health issues which includes protection of national populations from external health threats such as pandemics.Four types of security may be considered in this context: biosecurity; global health security; human security; and national security.","[23604120, 463734, 82533, 25877065, 28151, 37476, 33583, 12229, 8072, 463734, 46313, 8072, 240468, 1946540, 8072, 24255, 66981, 12229, 33583, 8072, 5156803, 28151, 463734, 24255, 45262, 2118246, 1265105, 240468]"
19,13831,Human rights,Politics,3,en,"Human rights are moral principles or norms for certain standards of human behaviour and are regularly protected in municipal and international law. They are commonly understood as inalienable, fundamental rights ""to which a person is inherently entitled simply because she or he is a human being"" and which are ""inherent in all human beings"", regardless of their age, ethnic origin, location, language, religion, ethnicity, or any other status. They are applicable everywhere and at every time in the sense of being universal, and they are egalitarian in the sense of being the same for everyone. They are regarded as requiring empathy and the rule of law and imposing an obligation on persons to respect the human rights of others, and it is generally considered that they should not be taken away except as a result of due process based on specific circumstances.The doctrine of human rights has been highly influential within international law and global and regional institutions. Actions by states and non-governmental organisations form a basis of public policy worldwide. The idea of human rights suggests that ""if the public discourse of peacetime global society can be said to have a common moral language, it is that of human rights"". The strong claims made by the doctrine of human rights continue to provoke considerable scepticism and debates about the content, nature and justifications of human rights to this day. The precise meaning of the term right is controversial and is the subject of continued philosophical debate; while there is consensus that human rights encompasses a wide variety of rights such as the right to a fair trial, protection against enslavement, prohibition of genocide, free speech or a right to education, there is disagreement about which of these particular rights should be included within the general framework of human rights; some thinkers suggest that human rights should be a minimum requirement to avoid the worst-case abuses, while others see it as a higher standard.Many of the basic ideas that animated the human rights movement developed in the aftermath of the Second World War and the events of the Holocaust, culminating in the adoption of the Universal Declaration of Human Rights in Paris by the United Nations General Assembly in 1948. Ancient peoples did not have the same modern-day conception of universal human rights. The true forerunner of human rights discourse was the concept of natural rights which appeared as part of the medieval natural law tradition that became prominent during the European Enlightenment with such philosophers as John Locke, Francis Hutcheson and Jean-Jacques Burlamaqui and which featured prominently in the political discourse of the American Revolution and the French Revolution. From this foundation, the modern human rights arguments emerged over the latter half of the 20th century, possibly as a reaction to slavery, torture, genocide and war crimes, as a realisation of inherent human vulnerability and as being a precondition for the possibility of a just society.","[43254, 43851, 682482, 3365727, 8195726, 51490, 2685907, 10113, 25166191, 40359, 8195726, 23604120, 46539, 153324, 26810, 51490, 660608, 27992, 12441, 21401843, 5047204, 35473263, 32927, 10396793, 31899, 31957, 327672, 22063, 30758, 16143, 188405, 2072846, 1973, 11188, 12865177]"
20,295248,Hypodermic needle model,Politics,3,en,"The hypodermic needle model (known as the hypodermic-syringe model, transmission-belt model, or magic bullet theory) is a model of communication suggesting that an intended message is directly received and wholly accepted by the receiver. The model was originally rooted in 1930s behaviourism and largely considered obsolete for a long time, but big data analytics-based mass customisation has led to a modern revival of the basic idea.","[5177, 540801, 27051151, 242604]"
21,68169025,Institutionalization of politics,Politics,3,en,"The institutionalization of politics (also spelled as institutionalisation of politics; Chinese: 政治制度化), commonly known as political institutionalization or political institutionalisation, refers to the founding, arrangement, and codification of the states' various institutions, generally via constitution-making or some other constitutional mechanisms. It is the process by which political structures and practices take root.","[5751, 105891]"
22,82533,International relations,Politics,3,en,"International relations (IR), international studies (IS) or international affairs (IA) is the scientific study of interactions between sovereign states. It examines all activities between states—such as war, diplomacy, trade, and foreign policy—as well as relations with and among other international actors, such as intergovernmental organisations (IGOs), international nongovernmental organisations (INGOs), international legal bodies, and multinational corporations (MNCs).
International relations is widely considered a subdiscipline of political science, particularly in the United States. However, it draws considerably from international economics, law, world history, cultural anthropology, and ethnology; subsequently, some academic institutions characterize it as an independent or multidisciplinary field.
While international politics has been analyzed since antiquity, international relations did not become a discrete field until 1919, when it was first offered as an undergraduate major by Aberystwyth University in the United Kingdom. Similar studies were soon established at the University of Oxford and the London School of Economics, further contributing to the field's development and prominence.After the Second World War, international relations burgeoned in both importance and scholarship—particularly in North America and Western Europe—partly in response to the geostrategic concerns of the Cold War. The collapse of the Soviet Union and subsequent rise of globalization in the late 20th century presaged new theories and evaluations of the rapidly changing international system. Into the 21st century, as connections between states become progressively more complex and multifaceted, international relations has been incorporated into other fields, such as economics, law, and history, leading to a convergent, interdisciplinary field.","[26833, 23604120, 33158, 28165911, 29678, 233404, 14832, 4142591, 433437, 214491, 24388, 1700209, 18949668, 33692, 5388, 9928, 15201, 51320, 317897, 31717, 31797, 67704, 32927, 1421295, 325329, 40494892, 46313, 55147592, 9223, 10772350, 15201]"
23,51913,Legislation,Politics,3,en,"Legislation is the process or product of enrolling, enacting, or promulgating law by a legislature, parliament, or analogous governing body. Before an item of legislation becomes law it may be known as a bill, and may be broadly referred to as ""legislation"" while it remains under consideration to distinguish it from other business. Legislation can have many purposes: to regulate, to authorize, to outlaw, to provide (funds), to sanction, to grant, to declare, or to restrict. It may be contrasted with a non-legislative act by an executive or administrative body under the authority of a legislative act.","[19633231, 377411, 208645, 44421, 24406, 12229, 377411, 10263]"
24,16102540,Libertarian anarchism,Politics,3,en,"Libertarian anarchism may refer to:

Anarchism, a far-left political philosophy that advocates for a society without a state or hierarchy
Autarchism, a political philosophy that upholds the principle of individual liberty, rejects compulsory government and supports its elimination in favor of ""ruling oneself and no other""
Free-market anarchism a branch of anarchism that believes in a free-market economic system based on voluntary interactions without the involvement of the state. It is a form of individualist anarchism, market socialism and libertarian socialism
Agorism, a revolutionary form of free-market anarchism that focuses on employing counter-economic activity to undermine the state
Mutualism, an economic theory advocates a socialist society based on free markets and usufructs, i.e. occupation and use property norms
Libertarianism, an individualist political philosophy that upholds liberty as its primary focus and principal objective. It originated as a form of left-wing politics, however in the mid-20th century, right-libertarian proponents of anarcho-capitalism and minarchism co-opted the term to advocate laissez-faire capitalism.
Anarcho-capitalism, a form of Right-Libertarianism that advocates the elimination of states in favor of a system of private property enforced by private agencies
Voluntaryism, a political philosophy which holds that all forms of human association should be voluntary",[]
25,19012,Monarch,Politics,3,en,"A monarch is a head of state for life or until abdication, and therefore the head of state of a monarchy. A monarch may exercise the highest authority and power in the state, or others may wield that power on behalf of the monarch. Usually a monarch either personally inherits the lawful right to exercise the state's sovereign rights (often referred to as the throne or the crown) or is selected by an established process from a family or cohort eligible to provide the nation's monarch. Alternatively, an individual may proclaim themself monarch, which may be backed and legitimated through acclamation, right of conquest or a combination of means.
If a young child is crowned the monarch, then a regent is often appointed to govern until the monarch reaches the requisite adult age to rule. Monarchs' actual powers vary from one monarchy to another and in different eras; on one extreme, they may be autocrats (absolute monarchy) wielding genuine sovereignty; on the other they may be ceremonial heads of state who exercise little or no direct power or only reserve powers, with actual authority vested in a parliament or other body (constitutional monarchy).
A monarch can reign in multiple monarchies simultaneously. For example, the monarchy of Canada and the monarchy of the United Kingdom (as well as 14 other Commonwealth realms) are separate states, but they share the same monarch through personal union.","[13456, 2197744, 18951402, 19013, 23604120, 15430, 357357, 258983, 258783, 574823, 957910, 391190, 35348624, 50123, 67366, 28791, 167326, 13456, 192754, 170653, 24406, 5649, 56504, 47063, 205142, 475807]"
26,1906130,New Public Management,Politics,3,en,"New Public Management (NPM) is an approach to running public service organizations that is used in government and public service institutions and agencies, at both sub-national and national levels. The term was first introduced by academics in the UK and Australia to describe approaches that were developed during the 1980s as part of an effort to make the public service more ""businesslike"" and to improve its efficiency by using private sector management models.
As with the private sector, which focuses on ""customer service"", NPM reforms often focused on the ""centrality of citizens who were the recipient of the services or customers to the public sector"". NPM reformers experimented with using decentralized service delivery models, to give local agencies more freedom in how they delivered programs or services. In some cases, NPM reforms that used e-government consolidated a program or service to a central location to reduce costs. Some governments tried using quasi-market structures, so that the public sector would have to compete against the private sector (notably in the UK, in health care). Key themes in NPM were ""financial control, value for money, increasing efficiency ..., identifying and setting targets and continuance monitoring of performance, handing over ... power to the senior management"" executives. Performance was assessed with audits, benchmarks and performance evaluations. Some NPM reforms used private sector companies to deliver what were formerly public services.NPM advocates in some countries worked to remove ""collective agreements [in favour of] ... individual rewards packages at senior levels combined with short term contracts"" and introduce private sector-style corporate governance, including using a Board of Directors approach to strategic guidance for public organizations. While NPM approaches have been used in many countries around the world, NPM is particularly associated with the most industrialized OECD nations such as the United Kingdom, Australia and the United States of America. NPM advocates focus on using approaches from the private sector – the corporate or business world–which can be successfully applied in the public sector and in a public administration context. NPM approaches have been used to reform the public sector, its policies and its programs. NPM advocates claim that it is a more efficient and effective means of attaining the same outcome.
In NPM, citizens are viewed as ""customers"" and public servants are viewed as public managers. NPM tries to realign the relationship between public service managers and their political superiors by making a parallel relationship between the two. Under NPM, public managers have incentive-based motivation such as pay-for-performance, and clear performance targets are often set, which are assessed by using performance evaluations. As well, managers in an NPM paradigm may have greater discretion and freedom as to how they go about achieving the goals set for them. This NPM approach is contrasted with the traditional public administration model, in which institutional decision-making, policy-making and public service delivery is guided by regulations, legislation and administrative procedures.
NPM reforms use approaches such as disaggregation, customer satisfaction initiatives, customer service efforts, applying an entrepreneurial spirit to public service, and introducing innovations. The NPM system allows ""the expert manager to have a greater discretion"". ""Public Managers under the New Public Management reforms can provide a range of choices from which customers can choose, including the right to opt out of the service delivery system completely"".","[1291782, 49698, 978916, 196649, 6501117, 261925, 282641, 235657, 4822, 33853117, 31717, 4689264, 3434750, 7485, 587618, 228062, 587618, 2560, 978916, 18950003, 118450]"
27,42601798,North Atlantic or liberal model of media and politics,Politics,3,en,"The North Atlantic or liberal model of media and politics, as defined in Daniel C. Hallin and Paolo Mancini's Comparing Media Systems: Three Models of Media and Politics, is characterized by an early development of commercial press, information-oriented journalism, strong professionalization, and a market dominated media system.","[35202684, 19641]"
28,67026535,Oral democracy,Politics,3,en,"Oral democracy is a talk-based form of government and political system in which citizens of a determined community have the opportunity to deliberate, through direct oral engagement and mass participation, in the civic and political matters of their community. Additionally, oral democracy represents a form of direct democracy, which has the purpose of empowering citizens by creating open spaces that promote an organized process of discussion, debate, and dialogue that aims to reach consensus and to impact policy decision-making. Political institutions based on this idea of direct democracy seek to decrease the possibilities of state capture from elites by holding them accountable, to encourage civic participation and collective action, and to improve the efficiency and adaptability of development interventions and public policy implementation.Citizen's participation in this type of political system can be found in Indian village assemblies, which are ruled based on the principle of a democratic decentralized structure implemented by the political institute and cabinet of the village, also known as Gram Panchayat. The Gram Sabha is the most distinguished organ and general body of the Gram Panchayat, since it allows citizens to deliberate and decide on the implementation of public policies, local governance, development goals, accountability, and strategic planning of projects for the village.The term oral democracy was originally presented by  Vijayendra Rao and Paromita Sanyal in their 2019 book entitled Oral Democracy: Deliberation in Indian Village Assemblies. It is still considered a new and modern concept that requires further research and theoretical and practical analysis by the academic community.","[95816, 258724, 2340006, 2340006, 2340006]"
29,3923539,Parliamentary leader,Politics,3,en,"A parliamentary leader is a political title or a descriptive term used in various countries to designate the person leading a caucus (or parliamentary group) in a legislative body, whether it be a national or sub-national legislature. They are their party's most senior member of parliament (MP) in most parliamentary democracies. 
A party leader may be the same person as the parliamentary leader, or the roles may be separated.","[261703, 1898891, 44421, 98066, 182113, 9476145]"
30,8078743,Participation inequality,Politics,3,en,"In social sciences, participation inequality consists of difference between levels of participation of various groups in certain activities. Common examples include:

differing levels of participation in democratic, electoral politics, by social class, race, gender, etc.
differing levels of participation in online communities as described by Jakob Nielsen.In politics, participation inequality typically affects ""the kinds of individuals, such as the young, the poor and those with little formal education"" who tend to not take the initiative to participate in electoral and related events. State enumeration, such as was done in Canada before the implementation of the National Register of Electors in 1996, ""worked to augment voter turnout among all segments of society and thus mitigated a natural tendency toward participation inequality in electoral politics"".",[31313725]
31,52241092,Partisan sorting,Politics,3,en,"Partisan sorting is an effect in politics in which voters sort themselves into parties that match their ideology. Partisan sorting is distinct from political polarization, which is where partisans subscribe to increasingly extreme positions.  As political scientist Nolan McCarty explains, ""party sorting can account for the increased differences across partisans even if the distribution of...attitudes in the population remains unchanged or moves uniformly in one direction or the other."" As an example given by McCarty, the gap between the Democratic Party and Republican Party on views towards immigrants strengthening the country with hard work and talents has widened from a 2-point gap in 1994 to a 42-point gap in 2017. A reasonable explanation is that of partisan sorting: those who are pro-immigrant shifted into the Democratic party and immigration-restrictions have shifted towards the Republican party. According to McCarty, this explains the widening gap between the two parties, considering how pro-immigration viewpoints between the two surveys have increased by 35% since 1994.","[584318, 4411276, 38667025, 5043544, 32070, 6205545, 22850588]"
32,65182265,Phantom border,Politics,3,en,"A phantom border (German: Phantomgrenze) is an informal delineation following the approximate course of an abolished political border, associated with demographic differences on each side as a continuing legacy of historical division, despite official geopolitical union. Not all former political borders are today phantom borders. Factors that may increase the likelihood of a political border becoming a phantom border upon dissolution, include: short time elapsed since the border's dissolution, long existence of the former border, imporousity of the former border, and divergent characteristics of the political entity formerly governing one side of the border.
Phantom borders have many different implications: in Ukraine they are associated with conflict, while in countries such as Romania they play an important part in relations with neighboring countries.","[11884, 31750, 25445]"
