,pageid,title,category,label,language,text,links
11,2834992,Ablasyon,Bilim,0,tr,"Ablasyon, bir materyalin, bir nesneden buharlaşma, yontma veya diğer aşındırıcı işlemlerle kaldırılması veya imha edilmesidir. Tedavi edici özelliğinin kullanıldığı alan kalp ve damar hastalıklarıdır. Ritim bozukluğu olan hastalara anjiyo yöntemi ile girilerek ömür boyu hap kullanmaları önlenir ve sağlıklı bir şekilde hayatlarına devam etmeleri sağlanır.","[1047, 639, 2048302]"
12,638468,Accademia dei Lincei,Bilim,0,tr,"Accademia dei Lincei yani Vaşaklar Akademisi, İtalya'da, Roma'da bulunan bilim akademisidir. 1603 yılında Federico Cesi tarafından kurulmuştur. Akademinin ismi vaşak hayvanından almıştır. İsimde vaşaklara olan atıf şu sebepledir; vaşakların keskin görüşlü olması, bilim için gereken gözlem maharetini sembolize etmekte kullanılmıştır. 1871 yılında akademi ülkenin resmî bilim akademisi hâline gelmiştir.
Her ne kadar faşist rejim sırasında feshedilip, Accademia d'Italia yani ""İtalyan Akademisi"" bünyesine katılsa da, faşist rejim sonrasında bu akademi kaldırılınca Accademia dei Lincei tekrar kurulmuştur.","[1047, -1, 70562]"
13,77881,Açık etiketli çalışma,Bilim,0,tr,"Açık etiketli çalışma, klinik çalışma yöntemlerinden bir tanesidir. Bu çalışmada hem katılımcılar hem de araştırmacılar uygulanan ilacın ne olduğunu bilirler. Oysa tek kör ve çift kör çalışmalarda katılımcılar kendilerine hangi ilacın uygulandığını bilmezler (çift kör çalışmada araştırmacı da bilmez).","[1047, 2024027, 2162767]"
14,2842026,Ağ bilimi,Bilim,0,tr,"Ağ bilimi, farklı öğeleri düğüm şeklinde temsil eden ve bunlar arasındaki ilişkiyi bağlantı (veya kenarlar) olarak dikkate alan, telekomünikasyon ağı, bilgisayar ağı, biyolojik ağ, bilişsel ve anlamsal ağ ve sosyal ağlar gibi karmaşık ağları inceleyen akademik bir alandır. Alan, matematikten graf teorisi, fizikten istatistiksel mekanik, bilgisayar biliminden veri madenciliği ve bilgi görselleştirme, istatistikten çıkarımsal modelleme ve sosyolojiden sosyal yapı dahil olmak üzere çeşitli teori ve yöntemlerden yararlanmaktadır. Amerika Birleşik Devletleri Ulusal Araştırma Konseyi ağ bilimini ""fiziksel, biyolojik ve sosyal fenomenlerin ağ temsillerinin incelenmesi ve bu fenomenlerin tahmin modellerine yol açan çalışma alanı"" olarak tanımlar.","[2178128, -1, 236156]"
15,1324505,Alan Turing Yılı,Bilim,0,tr,"Alan Turing Yılı, Alan Turing'in doğumunun 100. yılı anısına 2012 yılı olarak ilan edilmiştir. Turing Yılı Turing Centenary Advisory Committee tarafından düzenlenmektedir.","[7167, 53, 1047]"
16,182038,Altın kedi,Bilim,0,tr,"Altın kedi (Catopuma) cinsini oluşturan orta büyüklükteki kedi türlerinin ortak adı.

Asya altın kedisi (Catopuma temminckii)
Borneo altın kedisi (Catopuma badia)","[25941, 1047, 8220]"
17,152332,Alüminyum atıklar,Bilim,0,tr,"Kullanılmış alüminyum kaplar ve ve folyolar, geri dönüşüm yoluyla yeni malzemelerin üretiminde kullanılabilir. Üstelik alüminyum geri dönüşümü, üretimde büyük miktarda enerji tasarrufu sağlar. Birincil alüminyum üretiminde (cevherden alüminyum üretimi) elektroliz ünitesinde demir , çelik üretiminde harcanandan çok daha fazla enerji harcanır. Hurdadan alüminyum üretimini, birincil alüminyum üretimine göre %95 daha tasarrufludur. Alüminyum geri dönüşümü, sanayii, günümüzde en gelişmiş geri dönüşüm sanayilerinden biridir. Tüm dünyada kullanılan alüminyumun %50'si geri kazanılmaktadır. Bu, alüminyumun topraktan çıkarılması ve işlenip elde edilmesinin yol açtığı çevre kirliliğine karşı da bir önlemdir.","[41140, 1047, 920]"
18,2935185,Amazona oratrix tresmariae,Bilim,0,tr,"Tres Marías amazonu (Amazona oratrix tresmariae), Psittacidae ailesinden bir papağan türüdür. AOU dahil olmak üzere birçok otorite, sarı başlı amazon'un (Amazona oratrix) bir alt türü olduğunu düşünür; ancak Uluslararası Ornitoloji Kongresi tarafından tam tür statüsü verilmiştir. Meksika'nın Pasifik kıyılarındaki Islas Marías'a endemiktir.


== Kaynakça ==","[11528, -1, 1308409]"
19,653898,Amenajman,Bilim,0,tr,"Amenajman, ormanların nasıl, ne zaman ve ne ölçüde kullanılacağını, ormanların sürekliliğinin sağlanması için ormancılık faaliyetlerinin (biyolojik, ekonomik, teknik ve sosyal) tümüne ve ormanlardan daha fazla nasıl verim alırız sorusuna yanıt arayan bilim dalı.","[1047, 1618798, 17110]"
20,1194249,Anizotropik difüzyon,Bilim,0,tr,"Anizotropik difüzyon, Görüntü ve sinyal işleme alanında, sinyal düzenlileştirme, uyarlamalı gürültü azaltma, sınır sezme gibi uygulamalarda başarıyla kullanılan bir konsepttir. 1990 yılında Perona ve Malik tarafından yayınlanan makalede önerilmiştir.Kısmi türevli diferansiyel denklemler teorisinin, görüntü işleme alanındaki tipik bir uygulamasıdır. Görüntüler difüzyon denklemine başlangıç koşulu olarak verilirler ve Isı denklemi iteratif olarak çözülerek bir çıkış görüntüsü üretilir. Bu görüntü amaca göre pek çok uygulamada kullanılabilir.Aynı zamanda Anizotropik süzme grafik işlemcilerinde görüntünün daha düzenli ve verimli olmasını sağlar düzeyleri şunlardır:
2x,
4x,
8x,
16x.


== Kaynakça ==","[1047, -1, 464915]"
21,2388804,Araçsalcılık,Bilim,0,tr,"Bilim felsefesinde araçsalcılık; başarılı bir bilimsel kuramın, doğanın gözlemlenebilir olmayan nesne, özellik ya da süreçlerine ilişkin doğru ya da yanlış gibi bir yargıda bulunmayacağına ilişkin yaklaşımdır. Bu, bir kuramın belirli bir doğruluk değerinden bağımsız biçimde açıklanabilmesine olanak tanımakta; onun, doğa yasalarının sonuçlarına ilişkin öngörüler için yalnızca bir araç olarak kullanılması gerektiği anlamına gelmektedir. Temelleri 1906'da Pierre Duhem tarafından atılmış yaklaşım 21. yüzyıl fizikçilerinin büyük bölümü tarafından kabul görmüştür.


== Kaynakça ==","[2902381, 7124, 1647]"
22,1051814,Araştırma,Bilim,0,tr,"Araştırma, en genel tanımıyla, birtakım olguların ortaya çıkarılması için bilgilerin aranması ya da bu amaçla yapılan her türlü sistemli çalışmayı içeren inceleme olarak tanımlanır. UNESCO'nun tanımına göre araştırma, insan, kültür, toplum bilgilerinin birikimini artırmak ve bu bilgiyi yeni uygulamalar için kullanmak için girişilen sistematik yaratıcı eylemleri kapsar. Herhangi bir konu hakkında araştırma yapan kişiye araştırmacı de denir.
İlkelerin anlaşılmasını amaçlayan temel araştırmaya kıyasla, uygulamalı araştırma daha çok insanın evren hakkındaki bilgisini ilerletmek için yöntem ve sistemlerin keşfedilmesini ve geliştirilmesini amaçlar. Bir araştırmada bilimsel yöntem kullanılabilirse de, araştırma terimi bilimsel yöntemin kullanılmadığı araştırmaları da kapsar.
Bilimsel yöntemin kullanıldığı araştırmalar bilimsel araştırma adını alırlar. Tarihsel araştırma bilimsel araştırmanın kapsamında yer alır.","[1047, -1, 12859]"
23,94589,Arma bilimi,Bilim,0,tr,"Arma bilimi, mühür bilimi veya heraldik, eski devirlerden günümüze kadar toplumlarda kullanılan arma, bayrak, mühür, özel işaret ve unvanları inceleyen bilim dalıdır. Arma, bayrak, mühür ve unvan bazı meselelerin aydınlatılmasında tarihçiye yardımcı olmasından dolayı tarihin yardımcı bilimlerinden biri olarak sayılmaktır.","[740910, 40779, 1047]"
24,814636,Attometre,Bilim,0,tr,"Attometre (Yunanca: μετροταινία), atomun içindeki çekirdeği ölçmek için kullanılan bir birimdir. Femtometrenin binde birine (10−21 mm) karşılık gelmektedir. Atomik kuvvet mikroskobunda görülemeyecek kadar küçüktür.","[8331, 1332873, 1047]"
25,1361186,Baldwin etkisi,Bilim,0,tr,"Baldwin etkisi (Baldwin evrimi veya ontojenik evrim olarak da bilinir.); 1896 yılında, ""Evrimde Yeni Bir Faktör"" adlı eserde Amerikan psikolog James Mark Baldwin tarafından öne sürülen bir ""mümkün evrim süreçleri"" teorisidir. Eserde genel öğrenme kabiliyeti için özel bir seçilim mekanizmasının varlığı öngörülmektedir. Bu etki evrimsel gelişim biyolojisi literatüründe bir karakterin, çevresiyle girdiği etkileşim sonucunda bir organizmaya dönüşmesi senaryosuyla bilinir.","[508390, 223442, 1361121]"
26,54853,Belirlenimsizlik,Bilim,0,tr,"Belirlenimsizlik, herhangi bir kurala göre değil de rastgele veya özgür olarak ilerleme durumudur. Belirlenimsiz bir sistemde bir sonraki durumun ne olacağı önceden tam olarak kestirilemez. Öte yandan, hangi durumlardan birinin olacağı bilinebilir.","[-1, 553458, 978878]"
27,1626601,Berkman Center for Internet & Society,Bilim,0,tr,"Berkman Center for Internet & Society, Harvard Üniversitesi'nde bulunan ve siber uzay üzerine çalışmalar yapan bir araştırma merkezi.","[1047, 42146, 1932919]"
28,517433,Bilimsel dergi,Bilim,0,tr,"Bilimsel dergi, akademik yayıncılıkta genellikle yeni araştırmalar yayınlayarak bilimin gelişimine destek vermeyi hedefleyen bir süreli yayın.
Dergilerin büyük çoğunluğu Nature gibi farklı bilimsel alanlara ait makale ve yazıları yayınlar. Bilimsel dergiler makalelerin dergi kalitesini düşürmemesi ve bilimsel anlamda değerli olması açısından hakemlidirler. Bilimsel dergiler profesyonel dergilere benzeseler de gerçekte çok farklıdırlar. Bilimsel dergilerdeki makaleler nadiren günlük olarak, bir piyasa dergisi gibi okunur. Araştırma sonuçlarının yayımlanması bilimsel yöntemin gerekli bir aşamasıdır. Eğer deneyleri ve hesaplamaları içeriyorlarsa bunlar mutlaka başka bir araştırmacının da varılan sonuçları teyit etmek için aynı deney ya da hesaplamayı tekrarlamasına imkân verecek şekilde yeterli bilgiyi içermelidir. Her bir dergi makalesi bilimsel kayıtların sürekli bir ögesi haline gelir.
Bilimsel dergilerin tarihi, 1665 yılında Fransızca Journal des sçavans ve İngilizce Philosophical Transactions of the Royal Society'in ilk kez düzenli olarak araştırma sonuçlarını yayınlamasıyla başlar.","[45285, 906885, 1051814]"
29,1508804,Bilimsel devrim,Bilim,0,tr,"Bilimsel devrim modern bilimin temelini oluşturmuş, bilim tarihinin erken çağdaş döneminden beridir süregelen matematik, fizik, gökbilim, biyoloji, tıp ve kimya dallarında yaşanan düşünce ve doktrin devrimleridir. Rönesans döneminde Avrupa'da filizlenen dönüşüm bugün de devam etmektedir. Nicolaus Copernicus'un 1543'te yayımlanan De revolutionibus orbium coelestium adlı yapıtı ile Andreas Vesalius tarafından yazılan De humani corporis fabrica bilimsel devrimin başlangıç noktası olarak kabul edilmektedir.","[2631200, -1, 168454]"
30,399128,Bilimsel konsensüs,Bilim,0,tr,"Bilimsel konsensüs, bilimsel bir konuda, bilim insanlarının kolektif görüşü, fikri ve yargısı. Ayrıca bilimsel görüş birliği ya da uzlaşı olarak da bilinir. Bilimsel konsensüsün kendisi bilimsel bir teori ya da yöntem değildir ancak bilimsel yöntemlerle ulaşılan bulgular sonucu bir konuda konsensüs oluşur.
Bilimsel konsensüs kavramı daha çok dini veya politik sonuçları nedeniyle tartışmalı olan konularda gündeme gelir. Küresel ısınma, evrim-yaratılışçılık tartışmaları bu konulara örnek olarak gösterilebilir.","[1047, 1799176, 659]"
31,1751929,Bilimsel kuşkuculuk,Bilim,0,tr,"Bilimsel kuşkuculuk; savların bilimsel araştırmalarla desteklenip desteklenmediği ve yinelenip yinelenemediğini araştıran bilim alt dalı. Robert K. Merton'a göre, tüm düşünceler sınanmalı ve bilimsel toplulukların derinlemesine inceleme yapmasını olanaklı kılmalıdır. Bu olgu Merton normları olarak adlandırılmaktadır.


== Kaynakça ==","[-1, -1, 642671]"
32,408854,Bilimsel materyalizm,Bilim,0,tr,"Bilimsel materyalizm, tarihte ilk kez Friedrich Engels tarafından kaleme alınan, Ludwig Feuerbach ve klasik alman felsefesinin sonu kitabının yayınlanması ile tarih sahnesine giren bilim alt dalıdır. Evrenin düzeninin doğal element, ilke ve ilişkilere dayandığı görüşünü savunmaktadır.","[1047, 13912, 23479]"
33,1624119,Bilişsel harita,Bilim,0,tr,"Bilişsel harita, bireye gündelik ya da kavramsal uzamsal çevrelerinde bulunan fenomenlerin göreceli yerleri ve nitelikleri ile ilgili bilgiyi edinme, kodlama, saklama, hatırlama ve çözme için yardımcı olan bir çeşit zihinsel simgedir. Bu kavram 1948 yılında Edward Tolman tarafından ileri sürülmüştür.Bilişsel haritalar psikoloji, eğitim, arkeoloji, planlama, coğrafya, kartografi, mimarlık, şehir planlama, yöneticilik ve tarih gibi çok çeşitli alanlarda incelenmiştir.Bilişsel haritalar uzamsal bilginin toplanmasına ve oluşturulmasına hizmet ederek zihin gözü ile imgelerin tahayyül edilmesine olanak verir ve bilişsel yükü azaltır; bilginin öğrenilmesini ve hatırlanmasını kolaylaştırır. Bu tip uzamsal düşünce aynı zamanda uzamsal olmayan görevler için benzetme yapılmak suretiyle de kullanılabilir. Böylece bellek kullanımını içeren uzamsal olmayan görevlerde uzamsal bilgi tahayyülü işin yapılma sürecini kolaylaştırır.Bilişsel haritanın sinir sisteminde olan karşılıklarının hipokampusta bulunan yer hücresi sistemi ve entorhinal kortekste yeni keşfedilen grid hücreler olduğu yönünde spekülasyonlar bulunmaktadır.


== Notlar ==","[176512, 1355489, 1047]"
34,1624086,Bilişsellik,Bilim,0,tr,"Bilişsellik aralarında dikkat, bellek, dil kullanma ve anlama, öğrenme, değerlendirme, sorun çözme ve karar verme gibi zihinsel yetileri oluşturan bir kümeyi tanımlamada kullanılan bilimsel terimdir. Psikoloji, felsefe, dilbilim ve bilişim bilimi gibi çeşitli bilimsel disiplinler bilişselliği de inceler. Ancak disiplinlere göre bilişselik teriminin kullanımı farklılık gösterebilir. Örneğin psikoloji ve bilişsel bilimde ""bilişsellik"" genellikle bireyin psikolojik işlevlerinin bilgi işleme açısından bakış olarak kullanılır. Sosyal psikolojinin sosyal bilişsellik dalı tutum, yükleme ve grup dinamiğini açıklamaya çalışır. Bilişsel psikoloji ve bilişsel mühendislikte ""bilişsellik"" tipik olarak katılımcının ya da işletimcinin zihninde ya da beyninde meydana gelen bilgi işleme süreci olarak anlamlandırılır.Bilişsellik, bilgi birikimini ve değişen tercihleri kullanarak alınan bilgiyi işleme yeteneğidir. Bilişsellik ya da bilişsel süreçler doğal ya da yapay; bilinçli ya da bilinçsiz olabilir. Bu süreçler, dilbilim, anestezi, nöroloji, psikiyatri, psikoloji, felsefe, antropoloji, sistem bilimi ve bilişim bilimi dallarında farklı bağlamlarda farklı açılardan analiz edilirler.


== Kaynakça ==","[1205803, 1950195, 5738]"
35,1756193,Biyomekatronik,Bilim,0,tr,"Biyomekatronik, mekanik ve elektronik tasarım ilkelerini biyolojik sistemlere uyarlayan çok disiplinli bir bilim alanıdır. Tipik uygulamaları arasında biyolojik sistemlerin bir kuvvet taşıması veya iletmesi amacı ile mezo, mikro ve nano ölçekte mekanik tasarımlar geliştirilmesi, bu doğrultuda canlıların akıllı kontrol sistemleri ile desteklenmesi, organizmalara ait biyolojik parametrelerin görüntülenmesi ve takip edilmesi gösterilebilir. Biyomekatronik; biyoloji, makine mühendisliği, elektronik mühendisliği, bilgisayar mühendisliği, fizyoloji ve tıp gibi birçok bilim dalını ilgilendiren ortak çalışmaların yapılacağı bir bilim alanıdır.","[726, 1047, 639]"
36,2630914,Bizans İmparatorluğu'nda bilim,Bilim,0,tr,"Bizans bilimi İslâm dünyası ile Rönesans İtalyası arasında klâsik bilginin aktarımında, ayrıca İslam biliminin Rönesans İtalyası'na aktarımında bir köprü görevi görmüştür. Zengin tarih yazımı geleneği sanatta, mimaride, edebiyatta ve teknoloji gelişiminde eski klasik bilgilerin kullanılmasını mümkün kılmıştır. Bizanslılar pek çok teknolojik gelişmenin öncüsüdür.
Bizans bilimi aslında klasik bilimdi. İlk Çağ Yunan felsefesi ve metafizik ile yakından bağlantılıydı.
Bizanslı matematikçiler İlk Çağ Yunan geleneğine bağlı kaldılar ve onu devam ettirdiler. Bizans'ın ilk dönemlerinde, İsidorus ve Anthemios iki ünlü matematikçi kullandıkları formüllerle Aya Sofya'yı inşa ettiler. Sonraki yüzyıllarda Mihail Psellos gibi matematikçiler felsefe ve matematiği harmanladılar.


== Kaynakça ==","[-1, 2049567, -1]"
37,1569456,Britanya Araştırma Konseyi,Bilim,0,tr,"Britanya Araştırma Konseyi (İngilizce: Council for British Research in the Levant, kısaca CBRL), Levant olarak adlandırılan bölgeyi araştırmak için 1998 yılında kurulmuş bir konsey.
Konsey 2006 yılında Karkamış arazisi projesine kaynak sağlamıştır. Bu proje Karkamış'ın Suriye topraklarında kalan dışkentinde gerçekleştirilmiştir.","[1047, 3661, 40161]"
38,262797,Buluş,Bilim,0,tr,"Buluş ya da icat, daha önce bulunmayan bir şeyin insan çabasıyla oluşturulmasıdır. İcatların çoğu daha önce var olan teknolojilerin yeni ve benzersiz biçimde bir araya getirilmesinin sonucudur. Bu yeni ürün belirli bir insan gereksinimini karşılama çabası sonucunda, mucidin bir işi daha çabuk ya da daha verimli yapma isteği sonucunda, hatta bazen rastlantıyla ortaya çıkabilir. Bireysel çalışmanın sonucu olabileceği gibi, ekip çalışmasıyla da gerçekleştirilmiş olabilir. Zaman zaman icatların, dünyanın farklı kesimlerinde aynı sıralarda, ama birbirlerinden bağımsız olarak ortaya çıktıkları da görülür.
Yeni olan, tekniğin bilinen durumunu aşan ve sanayiye uygulanabilinen buluşlar patent tesciliyle korunabilir.","[1047, 1055415, 3246623]"
