,text,category,label,language
10,"Sport pertains to any form of competitive physical activity or game that aims to use, maintain or improve physical ability and skills while providing enjoyment to participants and, in some cases, entertainment to spectators. Sports can, through casual or organized participation, improve one's physical health. Hundreds of sports exist, from those between single contestants, through to those with hundreds of simultaneous participants, either in teams or competing as individuals. In certain sports such as racing, many contestants may compete, simultaneously or consecutively, with one winner; in others, the contest (a match) is between two sides, each attempting to exceed the other. Some sports allow a ""tie"" or ""draw"", in which there is no single winner; others provide tie-breaking methods to ensure one winner and one loser. A number of contests may be arranged in a tournament producing a champion. Many sports leagues make an annual champion by arranging games in a regular sports season, followed in some cases by playoffs.
Sport is generally recognised as system of activities based in physical athleticism or physical dexterity, with major competitions such as the Olympic Games admitting only sports meeting this definition. Other organisations, such as the Council of Europe, preclude activities without a physical element from classification as sports. However, a number of competitive, but non-physical, activities claim recognition as mind sports. The International Olympic Committee (through ARISF) recognises both chess and bridge as bona fide sports, and SportAccord, the international sports federation association, recognises five non-physical sports: bridge, chess, draughts (checkers), Go and xiangqi, and limits the number of mind games which can be admitted as sports.Sport is usually governed by a set of rules or customs, which serve to ensure fair competition, and allow consistent adjudication of the winner. Winning can be determined by physical events such as scoring goals or crossing a line first. It can also be determined by judges who are scoring elements of the sporting performance, including objective or subjective measures such as technical performance or artistic impression.
Records of performance are often kept, and for popular sports, this information may be widely announced or reported in sport news. Sport is also a major source of entertainment for non-participants, with spectator sport drawing large crowds to sport venues, and reaching wider audiences through broadcasting. Sport betting is in some cases severely regulated, and in some cases is central to the sport.
According to A.T. Kearney, a consultancy, the global sporting industry is worth up to $620 billion as of 2013. The world's most accessible and practised sport is running, while association football is the most popular spectator sport.",Sports,1,en
11,,Sports,1,en
12,"Jamie Ainscough (born 20 July 1972) is an Australian former professional rugby league footballer who played in the 1990s and 2000s. An Australia international and New South Wales State of Origin representative three-quarter back, he played his club football for Western Suburbs, the Newcastle Knights, the St. George Illawarra Dragons and the Wigan Warriors (with whom he won the 2002 Challenge Cup).",Sports,1,en
13,"The use of cannabis by athletes has been banned by many sports commissions. However, some have relaxed their policies as societal attitudes towards its use have shifted. The prohibition ""is one of the most controversial issues in anti-doping"".There is no scientific consensus regarding the performance-enhancing effects of cannabis, with one 2018 paper reporting ""there is no evidence for cannabis use as a performance-enhancing drug"". Other reasons cited for banning its use include an increased risk of injury in-competition and the view that users of cannabis are not good role models.Calls for eliminating cannabis testing have come from the perspective of better pain management and reducing usage of opioids. Athletes such as Eugene Monroe and Derrick Morgan have called for further investigation into its potential for treating and preventing concussions.",Sports,1,en
14,"Height can significantly influence success in sports, depending on how the design of the sport is linked to factors that are height-biased due to physics and biology. The balance of the intricate array of links will determine the degree to which height plays a role in success, if any.",Sports,1,en
15,"Lines.com is a website for live sports betting lines on NFL, NBA, MLB, NHL, NCAA football and basketball.  The website offers sports-betting insights, up-to-the-minute information and reactions to all the breaking news in the world of sports.",Sports,1,en
16,"This is a list of professional sports – that is, sports (and, more broadly, non-sport games subject to organized competition) that support one or more systems of professional sports players, sportspeople by occupation.  Such sports also have a vibrant community of amateur players, from whom the best rise to become professionals.",Sports,1,en
17,"The following is a list of sports/ games, divided by category.
According to the  World Sports Encyclopaedia (2003), there are 8,000 indigenous sports and sporting games.",Sports,1,en
18,"Dominique Jasmine Haché

Dominique Jasmine (DJ) Haché was born on Mother's Day the 8th of May 1994 in Monterey, California - the greatest gift to her mother Shannon Haché. Dominique was the true definition of a military child - resilient, able to make a diverse group of friends and leaving her mark wherever she went! Dominique was a dual citizen of both Canada and the United States of America. Her life was cut short tragically at the young age of 23 on 3rd of April, 2018. 
Dominique, also known as Pickle, a beautiful bohemian warrior princess was born to a military family. As such, she moved 16 times adapting to living in multiple cities throughout California, Colorado, Boston, Texas, Alberta, Ontario, Quebec, Manitoba, Nova Scotia and Newfoundland. It was Dominique's athletic skills in basketball, lacrosse, soccer and track that helped with the difficult transitions. Each move she had to earn her place on these highly competitive teams. Her true passions were in basketball and lacrosse - very complimentary sports with non conflicting seasons. She excelled at setting up generous plays for her teammates using her ambidexterity with great ease. 

Dominique chose to play boys lacrosse as it was more physically demanding - she was proficient at box lacrosse and field lacrosse. She was the first and only girl to play on the boys Rockwall Lacrosse Team in 2009! Despite having proved herself to the league, teammates, coaches and referees, Dominique was not allowed to play with the boys in the following season.  She was directed to tryout for Terror Lacrosse, a strictly competitive team, not bound by the same rules. The girls lacrosse coach solicited her; however, she did not want to wear a skirt.  Moreover, she was told she threw too hard and too far!  Dominique was the only girl to compete with the male team in the Texas A&M Tournament. She continued to earn her way onto all star and provincial teams in Ontario and Manitoba; receiving the nickname Dominator from her male teammates!
Dominique was generous and beautiful, inside and out, touching the heart of everyone in her path. She was known to share her clothes, and was always there to counsel her friends in need. Dominique was fiercely protective of her family, or as she liked to say ""famjam"". Her father called her ""rigoleuse"" because of her sweet belly laugh. She was a true diva; her style was unique, bohemian and stunning. 
Dominique was fluent in both French and English. She was a talented artist and writer - she won an award in an art show in Colorado Springs and at the ripe young age of 13, wrote and illustrated a children's book titled Tumbling Puffball. Her compassion for her friends carried over into her love for animals. She was always bringing home strays, saving animals and loved volunteering at In-Sync Exotics in Wylie, Texas. 
Her life was cut short tragically at the young age of 23. She continues to teach her family so much about spirituality, mindfulness and love. Dominique is survived by a loving brother, sister, her parents and fur-baby Tucker!",Sports,1,en
19,"A pre-game ceremony or pre-match ceremony is an on-field ceremony occurring before a sporting event. Such ceremonies may celebrate a past event, honour a retiring athlete, commemorate a deceased athlete, or promote a cause.",Sports,1,en
20,"An economy (from Ancient Greek  οἰκονομία (oikonomía) 'management of a household, administration'; from  οἶκος (oîkos) 'household', and  νέμω (némō) 'distribute, allocate') is an area of the production, distribution and trade, as well as consumption of goods and services by different agents. In general, it is defined  'as a social domain that emphasize the practices, discourses, and material expressions associated with the production, use, and management of scarce resources'. A given economy is a set of processes that involves its culture, values, education, technological evolution, history, social organization, political structure and legal systems, as well as its geography, natural resource endowment, and ecology, as main factors. These factors give context, content, and set the conditions and parameters in which an economy functions. In other words, the economic domain is a social domain of interrelated human practices and transactions that does not stand alone.
Economic agents can be individuals, businesses, organizations, or governments. Economic transactions occur when two groups or parties agree to the value or price of the transacted good or service, commonly expressed in a certain currency. However, monetary transactions only account for a small part of the economic domain.
Economic activity is spurred by production which uses natural resources, labor and capital. It has changed over time due to technology, innovation (new products, services, processes, expanding markets, diversification of markets, niche markets, increases revenue functions) such as, that which produces intellectual property and changes in industrial relations (most notably child labor being replaced in some parts of the world with universal access to education).
A market-based economy is one where goods and services are produced and exchanged according to demand and supply between participants (economic agents) by barter or a medium of exchange with a credit or debit value accepted within the network, such as a unit of currency. A command-based economy is one where political agents directly control what is produced and how it is sold and distributed. A green economy is low-carbon, resource efficient and socially inclusive. In a green economy, growth in income and employment is driven by public and private investments that reduce carbon emissions and pollution, enhance energy and resource efficiency, and prevent the loss of biodiversity and ecosystem services. A gig economy is one in which short-term jobs are assigned or chosen via online platforms. New economy is a term that referred to the whole emerging ecosystem where new standards and practices were introduced, usually as a result of technological innovations. The global economy refers to humanity's economic system or systems overall.",Economy,2,en
21,,Economy,2,en
22,,Economy,2,en
23,,Economy,2,en
24,Articles and concepts related to the term consumer.,Economy,2,en
25,,Economy,2,en
26,,Economy,2,en
27,Articles relating to economy and the natural environment.,Economy,2,en
28,History of economy.,Economy,2,en
29,,Economy,2,en
30,"Politics (from Greek: Πολιτικά, politiká, 'affairs of the cities') is the set of activities that are associated with making decisions in groups, or other forms of power relations among individuals, such as the distribution of resources or status. The branch of social science that studies politics and government is referred to as political science. 
It may be used positively in the context of a ""political solution"" which is compromising and nonviolent, or descriptively as ""the art or science of government"", but also often carries a negative connotation. For example, abolitionist Wendell Phillips declared that ""we do not play politics; anti-slavery is no half-jest with us."" The concept has been defined in various ways, and different approaches have fundamentally differing views on whether it should be used extensively or limitedly, empirically or normatively, and on whether conflict or co-operation is more essential to it.
A variety of methods are deployed in politics, which include promoting one's own political views among people, negotiation with other political subjects, making laws, and exercising force, including warfare against adversaries. Politics is exercised on a wide range of social levels, from clans and tribes of traditional societies, through modern local governments, companies and institutions up to sovereign states, to the international level. In modern nation states, people often form political parties to represent their ideas. Members of a party often agree to take the same position on many issues and agree to support the same changes to law and the same leaders. An election is usually a competition between different parties.
A political system is a framework which defines acceptable political methods within a society. The history of political thought can be traced back to early antiquity, with seminal works such as Plato's Republic and Aristotle's Politics in the West, and Confucius's political manuscripts and Chanakya's Arthashastra in the East.",Politics,3,en
31,"The following outline is provided as an overview of and topical guide to politics and political science:

Politics – the exercise of power; process by which groups of people make collective decisions. Politics is the art or science of running governmental or state affairs (including behavior within civil governments), institutions, fields, and special interest groups such as the corporate, academic, and religious segments of society.
Political science – the field concerning the theory and practice of politics and the description and analysis of political systems and political behavior.",Politics,3,en
32,"An action alert is a message that an organization sends to mobilize people, often members of the group and supporters of a specific point of view, calling on them to take action to influence public policy. Typically, action alerts are in reference to a timely issue, where prompt action is needed in order to affect upcoming decisions.",Politics,3,en
33,"Anti-incumbency is sentiment in favor of voting out incumbent politicians. It is sometimes referred to as a ""throw the bums out"" sentiment. Periods of anti-incumbent sentiment are typically characterized by wave elections. This sentiment can also lead to support for term limits.
In a two-party system, anti-incumbent voters have only one party to vote for, when voting against the incumbent; in a multi-party system, public mood, i.e., the tendency of opinions held by voters over a set of related policy issues, can determine which parties receive the anti-incumbent vote.",Politics,3,en
34,"Comparative politics is a field in political science characterized either by the use of the comparative method or other empirical methods to explore politics both within and between countries. Substantively, this can include questions relating to political institutions, political behavior, conflict, and the causes and consequences of economic development. When applied to specific fields of study, comparative politics may be referred to by other names, such as comparative government (the comparative study of forms of government).",Politics,3,en
35,"Criminalization or criminalisation, in criminology, is ""the process by which behaviors and individuals are transformed into crime and criminals"". Previously legal acts may be transformed into crimes by legislation or judicial decision. However, there is usually a formal presumption in the rules of statutory interpretation against the retrospective application of laws, and only the use of express words by the legislature may rebut this presumption. The power of judges to make new law and retrospectively criminalise behaviour is also discouraged. In a less overt way, where laws have not been strictly enforced, the acts prohibited by those laws may also undergo de facto criminalization through more effective or committed legal enforcement.  The process of criminalization takes place through societal institutions including schools, the family, and the criminal justice system.",Politics,3,en
36,"Critical juncture theory focuses on critical junctures, i.e., large, rapid, discontinuous changes, and the long-term causal effect or historical legacy of these changes.
Critical junctures are turning points that alter the course of evolution of some entity (e.g., a species, a society). Critical juncture theory seeks to explain both (1) the historical origin and maintenance of social order, and (2) the occurrence of social change through sudden, big leaps.Critical juncture theory is not a general theory of social order and change. It emphasizes one kind of cause (involving a big, discontinuous change) and kind of effect (a persistent effect). Yet, it challenges some common assumptions in many approaches and theories in the social sciences. The idea that some changes are discontinuous sets it up as an alternative to (1) ""continuist"" or ""synechist"" theories that assume that change is always gradual or that natura non facit saltus – Latin for ""nature does not make jumps."" The idea that such discontinuous changes have a long-term impact stands in counterposition to (2) ""presentist"" explanations that only consider the possible causal effect of temporally proximate factors.Theorizing about critical junctures began in the social sciences in the 1960s. Since then, it has been central to a body of research in the social sciences that is historically informed. Research on critical junctures in the social sciences is part of the broader tradition of comparative historical analysis and historical institutionalism. It is a tradition that spans political science, sociology and economics. Within economics, it shares an interest in historically oriented research with the new economic history or cliometrics. Research on critical junctures is also part of the broader ""historical turn"" in the social sciences.",Politics,3,en
37,"In parliamentary systems, politicians are said to cross the floor if they formally change their affiliation to a second party after being elected as a member of a first party (as is the case in Canada and the United Kingdom), or voting against the approved party lines.
Voting against party lines may lead to consequences such as losing a position (e.g., as minister or a portfolio critic) or being ejected from the party caucus. While these practices are legally permissible in most countries, crossing the floor can lead to controversy and media attention. Some countries like India, the Maldives and Bangladesh have laws that remove a member from parliament due to floor-crossing.",Politics,3,en
38,"A delaying tactic or delay tactic is a strategic device sometimes used during business, diplomatic or interpersonal negotiations, in which one party to the negotiation seeks to gain an advantage by postponing a decision.  Someone uses a delaying tactic when they expect to have a stronger negotiating position at a later time. They may also use a delaying tactic when they prefer the status quo to any of the potential resolutions, or to impose costs on the other party to compel them to accept a settlement or compromise. Delay tactics are also sometimes used as a form of indirect refusal wherein one party postpones a decision indefinitely rather than refusing a negotiation outright. To use a delaying tactic, the delaying party must have some form of control over the decision-making process.",Politics,3,en
39,"A democratic intervention is a military intervention by external forces with the aim of assisting democratization of the country where the intervention takes place. Examples include intervention in Afghanistan and Iraq. Democratic intervention has occurred throughout the mid-twentieth century, as evidenced in Japan and Germany after World War II, where democracies were imposed by military intervention.Democratic intervention can be facilitated by the mechanisms of military aggression but can also involve non-aggressive methods. The legal grounds for democratic intervention remain disputed and surround the tension between narrow legislative interpretations and the weak binding nature of international law regimes.States engage in democratic intervention for a variety of reasons, ranging from national interests to international security. Proponents of democratic intervention acknowledge the superiority of democracies to autocratic regimes in facets of peace, economics and human rights. Criticisms of democratic intervention surround the infringement of state sovereignty of the country where the intervention takes place and the failure of democratic intervention to consider a nation's cultural complexities.Western liberal democracies like the United States (US) are in favor of democratic intervention while other countries such as China and North Korea view it as a mechanism of furthering the hegemony of an intervening state.",Politics,3,en
40,"Education is the process of facilitating learning, or the acquisition of knowledge, skills, values, morals, beliefs, habits, and personal development. Education originated as transmission of cultural heritage from one generation to the next. Today, educational goals increasingly encompass new ideas such as liberation of learners, critical thinking about presented information, skills needed for the modern society, empathy and complex vocational skills.
UNESCO defines three main learning settings. Formal education takes place in education and training institutions, is usually structured by curricular aims and objectives, and learning is typically guided by a teacher. In most regions, formal education is compulsory up to a certain age and commonly divided into educational stages such as kindergarten, primary school and secondary school. Nonformal learning occurs as addition or alternative to formal education. It may be structured according to educational arrangements, but in a more flexible manner, and usually takes place in community-based, workplace-based or civil society-based settings. Lastly, informal settings occurs in daily life, in the family, any experience that has a formative effect on the way one thinks, feels, or acts may be considered educational, whether unintentional or intentional. In practice there is a continuum from the highly formalized to the highly informalized, and informal learning can occur in all three settings. For instance, homeschooling can be classified as nonformal or informal, depending upon the structure.
Regardless of setting, educational methods include teaching, training, storytelling, discussion, and directed research. The methodology of teaching is called pedagogy. Education is supported by a variety of different philosophies, theories and empirical research agendas.
There are movements for education reforms, such as for improving quality and efficiency of education towards relevance in students' lives and efficient problem solving in modern or future society at large, or for evidence-based education methodologies. A right to education has been recognized by some governments and the United Nations. Global initiatives aim at achieving the Sustainable Development Goal 4, which promotes quality education for all.",Education,4,en
41,"Education for justice is the process of promoting a culture of lawfulness through educational activities at all levels. Education for justice aims at teaching the next generation about crime prevention, and to better understand and address problems that can undermine the rule of law. It promotes peace and encourages students to actively engage in their communities and future professions. Education for Justice is a basic legal knowledge, in which educational activities at all levels seek to promote understanding of crime prevention, peace, justice, human rights, and problems that can undermine the rule of law. Education reportedly plays a key role in transmitting and sustaining socio-cultural norms and ensuring their continued evolution. As such, governments may seek to strengthen this promotion of a culture of lawfulness through education.",Education,4,en
42,"Generation Z (or Gen Z for short), colloquially also known as zoomers, is the demographic cohort succeeding Millennials and preceding Generation Alpha. Researchers and popular media use the mid-to-late 1990s as starting birth years and the early 2010s as ending birth years. This article focuses specifically on the education of Generation Z.",Education,4,en
43,"Jagranjosh Education Award is an award presented to people in the field of education to appreciate the efforts of hard work, teaching, and inspiration. Educational leaders, Teachers and Students, who have demonstrated excellence in the field of education, by Jagranjosh.com an educational website. The winners of this award is being decided by an all India vote and a decision of an independent eminent jury, consisting of prominent academicians from different schools and higher educational institutions like IIMs, IITs, ISBs and members of civil society.",Education,4,en
44,"This is a list of higher institutions of learning to exist in Gombe State, Nigeria. The alphabetical listing is expected to aid teachers, researchers, and learners in easily making an informed decision.
The National Universities Commission (NUC) is the major accreditation and regulatory body that enforces uniform standard and sets admissions capacity of every university in Nigeria.
The list comprises colleges, polytechnics, and Universities.",Education,4,en
45,"Newcomer education is the specialized teaching of refugees, migrants, asylees, and immigrants who have resettled in a host country, with the goal of providing the knowledge and skills necessary to integrate into their country of refuge. Education is the primary way by which newcomers can adjust to the linguistic, social, and cultural environments of their new communities. Newcomer education aims to empower newcomers with a sense of self-efficacy and social integration, as well as giving them the skills to pursue employment or higher education. Newcomer education also aims to help address trauma, culture shock, and other negative effects of forced displacement. Education for newcomers can provide long-term prospects for stability of individuals, communities, countries and global society.",Education,4,en
46,"Prison education is any educational activity that occurs inside prison. Courses can include basic literacy programs, secondary school equivalency programs, vocational education, and tertiary education. Other activities such as rehabilitation programs, physical education, and arts and crafts programs may also be considered a form of prison education. Programs are typically provided, managed, and funded by the prison system, though inmates may be required to pay for distance education programs. The history of and current practices in prison education vary greatly among countries.
Those entering prison systems worldwide have, on average, lower levels of education than the general population. Prison education often aims to make the inmate more employable after release. Administrating and attending educational programs in prisons can be difficult. Staff and budget shortages, a lack of educational resources and computers, and the transfer of prisoners between facilities are common barriers. Prisoners may be reluctant to participate, often due to past educational failures or a lack of motivation.
Studies consistently show that education in prison is an effective way of reducing the rates of recidivism, which saves the expense of future prison sentences. In the United Kingdom, it is estimated that every pound spent on prison education saves taxpayers more than two pounds, and in the United States, the rate is four to five dollars saved for every dollar spent. Despite the benefits of prison education programs, rates of education within prisons remain low in many countries, and attempts to increase funding for prison education have been opposed. Opponents argue that prison education is a waste of money and that prisoners are not deserving of the benefit.",Education,4,en
47,"StoryChopsticks is a Singapore-based language-learning platform that helps children learn foreign languages, most notably Chinese. The platform creates storybooks, drawing books, flashcards, and toys to help children break down foreign languages into small building blocks.
StoryChopsticks was launched in 03 May 2020 by Sun Yuanxin, Chuang Wan Ting and Kelvin Quee.",Education,4,en
48,The Tertiary Scholarship and Loans Service (TSLS) is an organization in Fiji that provides funding through scholarships and loans for Fijians to undertake studies in tertiary and vocational education. It was established in 2014 under the jurisdiction of the Ministry of Education funded by the Government of Fiji.,Education,4,en
49,"Lisa Urkevich is a specialist in music and heritage of Saudi Arabia and the greater Arabian Peninsula, and has undertaken extensive additional scholarship on Northern European music. She has served as a strategist and senior advisor on global enterprises, and is Professor of Musicology and Ethnomusicology and founding Division Head (Dean) of the Arts and Humanities and founding Chair of the Music and Drama Department at the American University of Kuwait. Since 2017 she has been the General Editor of the Symposium: Journal of the College Music Society, a consortium of college, conservatory, university, and independent musicians and scholars. Urkevich is a two-time Senior Fulbright Scholar, the recipient of the 2015 University of Maryland ""Alumna of the Year Award,"" a Harvard University Fellow, and the author of numerous publications including, Music and Traditions of the Arabian Peninsula: Saudi Arabia, Kuwait, Bahrain, and Qatar (Routledge, 2015).",Education,4,en
50,"Health, according to the World Health Organization, is ""a state of complete physical, mental and social well-being and not merely the absence of disease and infirmity"". A variety of definitions have been used for different purposes over time. Health can be promoted by encouraging healthful activities, such as regular physical exercise and adequate sleep, and by reducing or avoiding unhealthful activities or situations, such as smoking or excessive stress. Some factors affecting health are due to individual choices, such as whether to engage in a high-risk behavior, while others are due to structural causes, such as whether the society is arranged in a way that makes it easier or harder for people to get necessary healthcare services. Still other factors are beyond both individual and group choices, such as genetic disorders.",Health,5,en
51,"The age of onset is the age at which an individual acquires, develops, or first experiences a condition or symptoms of a disease or disorder. For instance, the general age of onset for the spinal disease scoliosis is ""10-15 years old,"" meaning that most people develop scoliosis when they are of an age between ten and fifteen years. 
Diseases are often categorized by their ages of onset as congenital, infantile, juvenile, or adult. Missed or delayed diagnosis often occurs if a disease that is typically diagnosed in juveniles (such as asthma) is present in adults, and vice versa (such as arthritis). Depending on the disease, ages of onset may impact features such as phenotype, as is the case in Parkinson's and Huntington's diseases. For example, the phenotype for juvenile Huntington's disease clearly differs from adult-onset Huntington's disease and late-onset Parkinson's exhibits more severe motor and non-motor phenotypes.",Health,5,en
52,"Attachment and Health is psychological model which considers how attachment theory pertains to people’s preferences and expectations for the proximity of others when faced with stress, threat, danger or pain. In 1982 the American Psychiatrist, Lawrence Kolb, noticed that patients with chronic pain displayed behaviours with their healthcare providers akin to what children might display with an attachment figure, thus marking one of the first applications of attachment theory to physical health. Development of adult attachment theory and adult attachment measures in the 1990s provided researchers with the means to apply attachment theory to health in a more systematic way. Since that time it has been used to understand variation in stress response, health outcomes and health behaviour. Ultimately, the application of attachment theory to health care may enable health care practitioners to provide more personalized medicine by creating a deeper understanding of patient distress and allowing clinicians to better meet their needs and expectations.",Health,5,en
53,"Behavioral medicine is concerned with the integration of knowledge in the biological, behavioral, psychological, and social sciences relevant to health and illness. These sciences include epidemiology, anthropology, sociology, psychology, physiology, pharmacology, nutrition, neuroanatomy, endocrinology, and immunology. The term is often used interchangeably, but incorrectly, with health psychology. The practice of behavioral medicine encompasses health psychology, but also includes applied psychophysiological therapies such as biofeedback, hypnosis, and bio-behavioral therapy of physical disorders, aspects of occupational therapy, rehabilitation medicine, and physiatry, as well as preventive medicine. In contrast, health psychology represents a stronger emphasis specifically on psychology's role in both behavioral medicine and behavioral health.Behavioral medicine is especially relevant in recent days, where many of the health problems are primarily viewed as behavioral in nature, as opposed to medical. For example, smoking, leading a sedentary lifestyle, and alcohol use disorder or other substance use disorder are all factors in the leading causes of death in the modern society. Practitioners of behavioral medicine include appropriately qualified nurses, social workers, psychologists, and physicians (including medical students and residents), and these professionals often act as behavioral change agents, even in their medical roles.
Behavioral medicine uses the biopsychosocial model of illness instead of the medical model. This model incorporates biological, psychological, and social elements into its approach to disease instead of relying only on a biological deviation from the standard or normal functioning.",Health,5,en
54,"College health is a desired outcome created by a constellation of services, programs and policies directed at advancing the health and wellbeing of individuals enrolled in an institution of higher education, while also addressing and improving both population health and community health. Many colleges and universities worldwide apply both health promotion and health care as processes to achieve key performance indicators in college health. The variety of healthcare services provided by any one institution range from first aid stations employing a single nurse to large, accredited, multi-specialty ambulatory healthcare clinics with hundreds of employees. These services, programs and policies require a multidisciplinary team, the healthcare services alone include physicians, physician assistants, administrators, nurses, nurse practitioners, mental health professionals, health educators, athletic trainers, dietitians and nutritionists, and pharmacists. Some of the healthcare services extend to include massage therapists and other holistic health care professionals. While currently changing, the vast majority of college health services are set up as cost centers or service units rather than as parts of academic departments or health care delivery enterprises.To continually achieve college health, many institutions engage in both the process of healthcare and the process of health promotion. The advancement of student health through educational, political, regulatory and organizational supports is referred to as Health Promotion in Higher Education. As the current era of public health, health promotion goes beyond bio-behavioral influences using a settings approach, with the settings including: school health, institution/community health, and work sites. The American College Health Association is one national body in The States that provides measurable guidelines for enhancing the quality of services, programs and policies.  Another national body in the field of college health is the National Collegiate EMS Foundation (NCEMSF), which is dedicated to the promotion and support of emergency medical services on college and university campuses. Other national and international associations include National Association of Student Personnel Administrators (NASPA) and National Intramural-Recreational Sports Association (NIRSA).
Ever increasing levels of college health often requires comprehensive environmental management, the coordination of resources, and institutional accountability for addressing the negative health impacts from alcohol use disorder and other substance abuse, mental illnesses such as depression and general anxiety disorders, sexual assault and discrimination among others. The creation of innovative strategies to address the behavioral determinants of health among post-secondary students continues to pose challenges for institutions worldwide.",Health,5,en
55,"Community diagnosis is the identification and quantification of health problems in a given population using health indicators to define those at risk or those in need of care and the opportunities and resources available to address these factors.


== References ==",Health,5,en
56,"A drug policy is the policy regarding the control and regulation of psychoactive substances (commonly referred to as drugs), particularly those that are addictive or cause physical and mental dependence. While drug policies are generally implemented by governments, entities at all levels (from international organisations, national or local government, administrations, or private places) may have specific policies related to drugs. 
Drug policies are usually aimed at combatting drug addiction or dependence addressing both the demand and supply of drugs, as well as mitigating the harms of drug use, and providing medical assistance and treatment. Demand reduction measures include voluntary treatment, rehabilitation, substitution therapy, overdose management, alternatives to incarceration for drug related minor offenses, medical prescription of drugs, awareness campaigns, community social services, and support for families. Supply side reduction involves measures such as enacting foreign policy aimed at eradicating the international cultivation of plants used to make drugs and interception of drug trafficking, fines for drug offenses, incarceration for persons convicted for drug offenses. Policies that help mitigate the dangers of drug use include needle syringe programs, drug substitution programs, and free facilities for testing a drug's purity.
The concept of ""drugs"" –a substance subject to control– varies from jurisdiction to jurisdiction. For example, heroin is regulated almost everywhere; substances such as khat, codeine, or alcohol are regulated in some places, but not others. Most jurisdictions also regulate prescription drugs, medicinal drugs not considered dangerous but that can only be supplied to holders of a medical prescription, and sometimes drugs available without prescription but only from an approved supplier such as a pharmacy, but this is not usually described as a ""drug policy"". There are however some international standards as to which substances are under certain controls, in particular via the three international drug control conventions.",Health,5,en
57,"The Lagos State Primary Health Care Board (LSPHCB) was established by Lagos State Health Sector Reform Law of 2006. The mandate of the board is ""develop a sustainable primary Health care system where disease burden is reduced to the barest minimum and quality of life is enhanced"". The head office is located at 5,Taylor Drive, off Edmund Crescent, Yaba, Lagos State. The board monitors over 300 health care centers across the state.",Health,5,en
58,"Health geography is the application of geographical information, perspectives, and methods to the study of health, disease, and health care. Medical geography, a sub-discipline of or sister field of health geography, focuses on understanding spatial patterns of health and disease as related to the natural and social environment. Conventionally, there are two primary areas of research within medical geography: the first deals with the spatial distribution and determinants of morbidity and mortality, while the second deals with health planning, help-seeking behavior, and the provision of health services.",Health,5,en
59,PariSanté Campus is a digital health development centre created in December 2021 and located in the 15th arrondissement of Paris.By 2028 it is expected to move to the Val-de-Grâce.,Health,5,en
